Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Introduction to DevOps,https://docs.microsoft.com/en-us/learn/modules/introduction-to-devops/,7,5247,27418,37.51%,4714,886,857,3,676.4861111111111,15.515736493374108,21,4.781818181818182,55,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Introduction to Event Hubs,https://docs.microsoft.com/en-us/learn/modules/intro-to-event-hubs/,6,554,2838,55.31%,360,99,108,,58.81333333333333,12.785507246376811,21,4.875,8,,,azure;azure-event-hubs,ai-engineer;data-scientist;developer;solution-architect;student,beginner,jasdeb,TomReidNZ
Introduction to GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/introduction-to-github-actions/,11,600,6314,71.97%,480,172,184,1,79.74944444444445,16.003232998885174,21,4.571428571428571,7,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Introduction to GitHub administration,https://docs.microsoft.com/en-us/learn/modules/github-introduction-administration/,6,885,3766,55.15%,545,150,158,,76.70916666666666,10.436621315192744,21,5,13,,,github,administrator;devops-engineer;technology-manager,intermediate,rotabor,lucie-docs
Introduction to Immersive Reader,https://docs.microsoft.com/en-us/learn/modules/intro-to-immersive-reader/,6,5123,7806,20.54%,517,53,44,4,220.47694444444446,5.165410646882728,21,4.875,8,,,azure;azure-immersive-reader;azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner,jasdeb,TomReidNZ
Introduction to Speech-to-text,https://docs.microsoft.com/en-us/learn/modules/intro-to-speech-to-text/,6,287,1064,30.88%,137,21,15,,11.098333333333333,4.6566433566433565,21,5,3,,,azure;azure-cognitive-services;azure-speech-text,ai-engineer;data-scientist;developer;solution-architect;student,beginner,jasdeb,TomReidNZ
Introduction to the Altair 8800 and Azure Sphere,https://docs.microsoft.com/en-us/learn/modules/altair-azure-sphere-introduction/,6,158,724,25.45%,110,14,15,,11.42388888888889,8.676371308016877,21,5,1,,,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,developer;student,beginner,chnoring,gloveboxes
Manage access to an Azure subscription by using Azure role-based access control (Azure RBAC),https://docs.microsoft.com/en-us/learn/modules/manage-subscription-access-azure-rbac/,5,3652,17898,73.50%,2514,918,955,7,236.6875,7.790043883708173,21,4.784313725490196,51,,,azure;azure-active-directory;azure-rbac,administrator,beginner,cwatson,cwatson-cat
Manage engagement opportunities with Volunteer Management,https://docs.microsoft.com/en-us/learn/modules/manage-engagement-opportunities-volunteer-management/,7,68,268,66.67%,30,10,11,,2.102777777777778,3.7107843137254903,21,,,,,industry-solutions;mscloud-nonprofit,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Manage groups in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/manage-groups-microsoft-365/,6,792,4778,76.75%,629,241,249,1,95.5175,14.508987341772151,21,4.571428571428571,7,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Manage machine learning models in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/manage-machine-learning-models-azure-databricks/,7,714,5454,72.17%,624,223,233,,82.565,13.99406779661017,21,4.428571428571429,7,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Manage the Azure Blob storage lifecycle,https://docs.microsoft.com/en-us/learn/modules/manage-azure-blob-storage-lifecycle/,7,2645,21731,77.00%,2446,941,1012,,397.7391666666667,18.09275966641395,21,4.625,32,,,azure;azure-blob-storage,developer,intermediate,jeffko,wwlpublish
Microsoft Vaccination Management environment preparation,https://docs.microsoft.com/en-us/learn/modules/vaccination-environment-prep/,5,64,210,80.00%,30,12,11,,0.725,1.359375,21,5,1,,,industry-solutions,administrator,intermediate,dbeasley,DaveBeasley
Monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/monitor-manage-data-engineering-workloads-apache-spark-azure-synapse-analytics/,7,1370,10576,76.76%,1226,469,493,,199.67777777777778,17.59275575134606,21,4.933333333333334,15,,,azure-synapse-analytics,data-engineer,intermediate,chtestao,wwlpublish
Optimize Power BI performance for Tableau users,https://docs.microsoft.com/en-us/learn/modules/power-bi-tableau-optimize-performance/,6,216,950,75.41%,122,46,43,,12.696388888888889,7.053549382716049,21,,,,,power-platform;power-bi,business-user;maker,beginner,robde,heyrob
"Plan roles, automation, and training for Viva Topics",https://docs.microsoft.com/en-us/learn/modules/m365-viva-topics-planning/,7,360,2044,69.49%,236,82,80,,24.25138888888889,8.083796296296295,21,5,2,,,m365,administrator,beginner,teleary,temanteleary
Plan your migration to Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/paths-to-modern-endpoint-management/,8,234,896,40.43%,94,19,19,,25.41722222222222,13.034472934472934,21,4.5,2,,,mem;m365,administrator,beginner,erikre,Erikre
Plan your Windows 10 Subscription Activation strategy,https://docs.microsoft.com/en-us/learn/modules/plan-your-windows-10-subscription-activation-strategy/,6,452,2244,67.39%,276,93,102,,44.848333333333336,11.906637168141593,21,5,5,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Prepare your Windows 10 devices for Co-management,https://docs.microsoft.com/en-us/learn/modules/prepare-your-windows-10-devices-for-co-management/,6,367,1984,73.81%,252,93,97,,37.08638888888889,12.159471766848815,21,5,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Product discovery in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/product-discovery/,4,134,540,76.74%,86,33,32,,6.986944444444444,6.256965174129353,21,,,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Programa Microsoft Innovative Educator (MIE) - MIE Expert,https://docs.microsoft.com/en-us/learn/modules/mie-expert/,8,363,2994,55.83%,241,67,69,1,23.365555555555556,7.74548802946593,21,4.90625,32,,,office-teams;minecraft;office-365,k-12-educator,beginner,abdewees,mec-sa
Query Azure Cosmos DB with SQL Serverless for Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/query-azure-cosmos-db-with-sql-serverless-for-azure-synapse-analytics/,7,1350,11468,78.10%,1183,460,487,,148.21805555555557,13.23375496031746,21,4.75,8,,,azure-synapse-analytics,data-engineer,intermediate,chtestao,wwlpublish
Scale apps in Azure App Service,https://docs.microsoft.com/en-us/learn/modules/scale-apps-app-service/,7,4734,37470,76.23%,4206,1594,1656,4,1097.415,27.983382915427114,21,4.666666666666667,81,,,azure;azure-app-service,developer,intermediate,jeffko,wwlpublish
Serve the data from Azure Synapse serverless SQL pool,https://docs.microsoft.com/en-us/learn/modules/serve-data-from-azure-synapse-serverless-sql-pool/,7,690,4590,76.21%,539,205,213,,39.765277777777776,6.935804263565892,21,5,2,,,azure-synapse-analytics,data-engineer,beginner,chtestao,wwlpublish
Set up the Altair emulator and Azure Sphere,https://docs.microsoft.com/en-us/learn/modules/altair-azure-sphere-setup/,6,94,490,52.00%,50,13,13,,7.900833333333333,10.086170212765957,21,,,,,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,developer;student,beginner,chnoring,gloveboxes
Ship assemble-to-order items from the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/ship-assemble-to-order-items/,5,106,428,53.33%,60,16,16,,4.641666666666667,5.254716981132075,21,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Structure analytical report designs in Power BI,https://docs.microsoft.com/en-us/learn/modules/power-bi-effective-structure/,5,993,5264,66.83%,800,266,264,2,110.58444444444444,13.431309041835357,21,4.947368421052632,19,,,power-platform;power-bi,business-user;business-analyst;data-analyst,intermediate,robde,heyrob
Train a machine learning model with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/train-machine-learning-model-azure-databricks/,7,874,6558,68.06%,726,245,256,,83.18888888888888,11.527328714395688,21,4.6,5,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Train users on the new Windows and Microsoft 365 Apps features,https://docs.microsoft.com/en-us/learn/modules/m365-modern-usercomm-training/,5,1598,7916,69.42%,1212,420,447,1,94.8275,7.129887218045113,21,4.735294117647059,34,,,m365;windows;office-365,administrator,intermediate,teleary,temanteleary
Troubleshoot Federation Issues,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-federation-issues/,5,694,3592,74.81%,542,202,210,4,52.03777777777778,9.023892100192679,21,4.928571428571429,14,,,m365;office-teams,support-engineer,advanced,cyncarey,wwlpublish
Understand Conditional Access policies using Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/policy-security-management-using-microsoft-endpoint-manager/,8,1778,13022,67.85%,1474,498,541,4,375.2033333333333,25.437514124293784,21,4.868421052631579,38,,,mem;m365,administrator,beginner,erikre,Erikre
Understand virtualization,https://docs.microsoft.com/en-us/learn/modules/cmu-virtualization-developer/,4,425,1668,60.71%,281,85,84,,27.468055555555555,7.773977987421383,21,4.8,5,,,azure,developer;student,beginner,chnoring,softchris
Use MLflow to track experiments in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/use-mlflow-to-track-experiments-azure-databricks/,7,812,6276,63.89%,726,230,240,,107.64166666666667,16.02605459057072,21,4.25,4,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Use the fixed assets reclassification journal in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-fixed-assets-reclassification-journal/,4,96,260,54.17%,48,13,12,,2.483888888888889,3.104861111111111,21,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Use the UNIX shell to wrangle log data,https://docs.microsoft.com/en-us/learn/modules/unix-shell-wrangle-data/,9,420,2376,45.24%,254,57,60,,54.06805555555555,15.521929824561404,21,4.9,10,20,13,vs-code,student;data-scientist;data-engineer;developer,beginner,chnoring,trallard
Virtualize I/O,https://docs.microsoft.com/en-us/learn/modules/cmu-virtualize-input-output/,5,272,1140,58.33%,168,49,52,,11.607222222222223,5.120833333333334,21,5,2,,,azure,developer;student,beginner,chnoring,softchris
Work with Customer Service call insights,https://docs.microsoft.com/en-us/learn/modules/customer-service-call-insights/,6,324,608,7.58%,264,10,5,,2.7691666666666666,1.0256172839506172,21,,,,,dynamics-365;dynamics-customer-service,functional-consultant;business-user,intermediate,dbeasley,DaveBeasley
Work with data in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/work-data-azure-databricks/,7,1056,7714,63.45%,876,276,283,1,137.35722222222222,15.7279262086514,21,4.2727272727272725,11,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Work with jobs and resources in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/work-with-jobs-and-resources/,5,192,916,40.63%,128,26,23,,19.629444444444445,12.268402777777778,21,4,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Azure Health Bot scenario templates,https://docs.microsoft.com/en-us/learn/modules/health-bot-template-scenarios/,5,98,396,64.29%,56,18,18,,6.194444444444445,7.585034013605442,20,,,,,vs,developer;student,beginner,chnoring,sfoteini
Best practices for email in SharePoint and Power Automate,https://docs.microsoft.com/en-us/learn/modules/best-practices-email/,7,636,2936,43.75%,417,91,85,,53.54833333333333,10.135331230283912,20,5,6,,,power-platform;power-automate,maker,intermediate,dbeasley,DaveBeasley
"Build a web API with minimal API, ASP.NET Core, and .NET 6",https://docs.microsoft.com/en-us/learn/modules/build-web-api-minimal-api/,7,2753,14398,28.13%,2258,317,299,,429.0230555555556,18.76194120505345,20,4.782608695652174,23,,,vs;dotnet;vs-code;aspnet-core,developer;student,beginner,chnoring,softchris
Choose the best Azure serverless technology for your business scenario (AZ-900),https://docs.microsoft.com/en-us/learn/modules/serverless-fundamentals/,7,40416,324782,76.49%,37861,14528,15232,37,5252.775555555556,15.671350670445692,20,4.830097087378641,1030,,,azure;azure-functions;azure-logic-apps,administrator;developer;business-owner;student;technology-manager,beginner,rknapp,Randall-Knapp
Choose the right project,https://docs.microsoft.com/en-us/learn/modules/choose-right-project/,8,2137,16969,73.01%,1814,660,693,4,318.07194444444445,17.936387844611527,20,4.837209302325581,43,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Club MIE,https://docs.microsoft.com/en-us/learn/modules/club-mie/,7,182,1438,75.41%,122,46,43,2,4.7844444444444445,3.1545787545787545,20,4.814814814814815,27,,,minecraft;office-365,higher-ed-educator,beginner,abdewees,mec-sa
Configure and style Microsoft Graph Toolkit components by using attributes and CSS,https://docs.microsoft.com/en-us/learn/modules/msgraph-toolkit-customize-part-one/,6,156,660,58.33%,72,21,24,,4.744166666666667,3.6493589743589743,20,,,,,m365;ms-graph,developer,beginner,aycabas,aycabas
Configure the Azure Enhanced Monitoring Extension for SAP,https://docs.microsoft.com/en-us/learn/modules/configure-azure-enhanced-monitoring-extension-for-sap/,5,78,300,80.00%,40,16,16,,0.8652777777777778,1.3311965811965811,20,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Connect Common Event Format logs to Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-common-event-format-logs-to-azure-sentinel/,5,606,3458,83.46%,520,217,241,,40.70722222222222,8.060836083608361,20,4.833333333333333,6,,,azure;azure-sentinel,security-operations-analyst,intermediate,bneeb,wwlpublish
Connect Windows hosts to Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-windows-hosts-to-azure-sentinel/,5,776,4124,70.99%,648,230,253,,53.996944444444445,8.35004295532646,20,4.857142857142857,7,,,azure;azure-sentinel,security-operations-analyst,intermediate,bneeb,wwlpublish
Customize the presentation of Microsoft Graph Toolkit components by using templates,https://docs.microsoft.com/en-us/learn/modules/msgraph-toolkit-customize-part-two/,6,102,488,71.43%,56,20,21,,3.5155555555555558,4.135947712418301,20,,,,,m365;ms-graph,developer,beginner,aycabas,aycabas
Deploy a Django application to Azure by using PostgreSQL,https://docs.microsoft.com/en-us/learn/modules/django-deployment/,8,402,2844,28.99%,276,40,41,,59.952222222222225,17.896185737976783,20,4.25,4,,,azure-app-service-web;vs-code,student;developer,intermediate,chnoring,GeekTrainer
"Deploy, upgrade, and migrate to Windows 10",https://docs.microsoft.com/en-us/learn/modules/m365-modern-os-deployment/,5,2201,11410,66.51%,1679,558,583,1,193.87666666666667,10.575090909090909,20,4.75,32,,,m365;windows,administrator,intermediate,teleary,temanteleary
Describe application-based threats and how to protect against them,https://docs.microsoft.com/en-us/learn/modules/describe-application-based-threats-security-controls/,6,469,3294,81.59%,404,164,171,,45.65638888888889,11.757010014306152,20,5,25,,,azure;m365,business-owner;business-user;student,beginner,ceperezb,wwlpublish
Describe pipelines and concurrency,https://docs.microsoft.com/en-us/learn/modules/describe-pipelines-concurrency/,8,665,5472,76.63%,583,223,243,1,104.00722222222223,18.7964859437751,20,4.5,10,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Design a container build strategy,https://docs.microsoft.com/en-us/learn/modules/design-container-build-strategy/,12,749,6630,49.09%,659,161,166,1,103.92166666666667,16.71662198391421,20,4.5,8,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
