Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Planning for implementing SAP solutions on Azure,https://docs.microsoft.com/en-us/learn/modules/plan-implement-sap-solutions/,10,221,1314,50.72%,139,35,34,,29.2875,15.975,81,5,1,,,azure,administrator,advanced,eric,wwlpublish
Text classification for Naive Bayes,https://docs.microsoft.com/en-us/learn/modules/text-classification-naive-bayes/,7,,,,,,,,,,81,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Use Resource Scheduling Optimization for Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/leveraging-resource-scheduling-optimization/,7,212,1148,52.78%,144,38,39,,26.173055555555557,14.814937106918238,81,5,3,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
User interface essentials in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/user-interface-dynamics-365-business-central/,12,1346,12588,36.48%,1127,205,181,,224.67111111111112,20.089816194734226,81,4.8,10,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner,kschimke,KevSch
Azure Kubernetes Service deployment pipeline and GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/aks-deployment-pipeline-github-actions/,11,957,6204,39.49%,554,109,120,1,99.58611111111111,12.552871148459383,80,5,7,,,azure;azure-kubernetes-service;azure-container-registry;github,solution-architect;developer;devops-engineer,beginner,ludossan,khaosdoctor
Configure user experience settings,https://docs.microsoft.com/en-us/learn/modules/configure-user-experience-settings/,12,122,1274,54.76%,84,23,25,,24.24388888888889,23.846448087431693,80,,,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Create a build pipeline with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/create-a-build-pipeline/,10,7734,49889,19.72%,6100,597,577,5,1724.1997222222221,26.93360669964419,80,4.716216216216216,74,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Create classes in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/create-classes-finance-operations/,7,536,3578,53.62%,416,111,117,2,177.05166666666668,39.78689138576779,80,4.666666666666667,6,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
Create custom apps for Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/custom-apps-field-service/,8,521,3862,34.33%,402,69,68,,114.88222222222223,26.511282051282052,80,5,4,,,dynamics-365;dynamics-field-service,functional-consultant;business-user,intermediate,kschimke,KevSch
Creating Adaptive Cards,https://docs.microsoft.com/en-us/learn/modules/writing-adaptive-cards/,4,216,596,16.67%,96,8,7,,15.017777777777777,8.34320987654321,80,,,,,windows,developer,beginner,v-pettur,PeterTurcan
Foundations of cloud computing for developers,https://docs.microsoft.com/en-us/learn/modules/cmu-cloud-computing-overview/,9,1596,10126,19.52%,1328,129,128,3,222.6025,16.800188679245284,80,4.75,24,,,azure,developer;student,beginner,chnoring,softchris
Get started with the Dynamics 365 Field Service Mobile application,https://docs.microsoft.com/en-us/learn/modules/get-started-mobile-app/,8,294,2012,59.26%,216,64,62,,46.068333333333335,18.803401360544218,80,5,6,,,dynamics-365;dynamics-field-service,functional-consultant;business-user,intermediate,kschimke,KevSch
Introduction to Azure Government,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-government/,9,2201,3632,1.55%,1934,15,15,,97.335,5.314012738853503,80,5,4,,,azure,developer;administrator,beginner,cwatson,cwatson-cat
Introduction to Windows 10 development,https://docs.microsoft.com/en-us/learn/modules/introduction-to-windows10-dev/,6,2044,7476,18.47%,1626,150,118,1,90.95555555555555,5.345086516487104,80,4.615384615384615,13,,,windows,developer,beginner,jken,johnkennedy
Manipulate and clean data in Python,https://docs.microsoft.com/en-us/learn/modules/data-manipulate-clean/,6,,,,,,,,,,80,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Offer services for Azure Stack Hub,https://docs.microsoft.com/en-us/learn/modules/offer-services-for-azure-stack-hub/,11,64,724,88.00%,50,22,23,1,1.6163888888888889,3.0307291666666667,80,5,1,,,azure;azure-stack;azure-stack-hub,administrator;solution-architect,advanced,bradj,wwlpublish
Plan and implement security in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/plan-implement-security-finance-operations/,10,1196,10392,57.05%,970,275,237,,274.9088888888889,27.721904761904764,80,4.642857142857143,14,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect;administrator,intermediate,cstorega,cstorega
Supervised learning: Regression,https://docs.microsoft.com/en-us/learn/modules/supervised-learning-regression/,6,10,32,0.00%,10,0,,,0.085,1.02,80,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Using Single Sign-On (SSO) with Office Add-ins,https://docs.microsoft.com/en-us/learn/modules/office-add-ins-sso/,8,456,1456,11.02%,238,13,14,,54.202222222222225,14.326578560939794,80,,,,,m365;office-add-ins,developer,intermediate,suzanz,andrewconnell-msft
"Work order management, agreements, inventory, and purchasing in Dynamics 365 Field Service",https://docs.microsoft.com/en-us/learn/modules/implement-work-order-management-agreements-inventory-and-purchasing/,8,595,3150,33.50%,394,66,65,1,115.84277777777778,23.402581369248036,80,5,2,,,dynamics-365;dynamics-field-service,functional-consultant,intermediate,kschimke,KevSch
Work with AL built-in functions in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/al-built-in-functions/,12,402,3158,31.43%,280,44,44,,61.60472222222222,18.389469320066336,80,,,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Work with manufacturing execution in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/work-manufacturing-execution-dyn365-supply-chain-mgmt/,10,497,2486,22.97%,297,34,33,,72.59527777777778,17.563373655913978,80,4.333333333333333,3,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Work with pages in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/work-with-pages/,14,285,2838,29.47%,191,28,31,,67.18694444444445,28.388849765258215,80,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Configure Azure AD privileged identity management,https://docs.microsoft.com/en-us/learn/modules/azure-ad-privileged-identity-management/,11,3035,30794,62.79%,2666,832,890,3,843.6038888888888,33.58741428887414,79,4.76595744680851,47,,,azure;azure-active-directory,administrator;security-engineer,intermediate,roberts,wwlpublish
Diseño del aprendizaje en el siglo XXI: Curso 6 - Resolución de problemas e innovación,https://docs.microsoft.com/en-us/learn/modules/21cld-curso-6-resolucion-problemas-innovacion/,10,60,690,60.71%,56,17,18,,3.524722222222222,7.049444444444444,79,5,1,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
"Microsoft Exchange: Comunicación, gestión de contactos y calendarios",https://docs.microsoft.com/en-us/learn/modules/microsoft-exchange-comunicacion-gestion-contactos/,14,40,582,83.33%,36,15,15,,2.355277777777778,7.065833333333333,79,5,3,,,office-teams,k-12-educator,beginner,abdewees,mec-sa
"Create, customize and manage an HPC cluster in Azure with Azure CycleCloud",https://docs.microsoft.com/en-us/learn/modules/azure-cyclecloud-high-performance-computing/,7,314,1928,44.74%,228,51,54,,37.785833333333336,14.44044585987261,78,5,1,,,azure;azure-cyclecloud,solution-architect;developer;student,beginner,anhoward,anhoward
Deploy SQL Server on Linux,https://docs.microsoft.com/en-us/learn/modules/deploy-sql-server-linux/,11,482,2838,37.27%,324,60,65,2,29.389444444444443,7.347361111111111,78,4.5,8,6,6,sql-server,administrator,beginner,markohot,markohot
Design and implement Azure ExpressRoute,https://docs.microsoft.com/en-us/learn/modules/design-implement-azure-expressroute/,11,1662,14270,41.34%,1358,277,293,2,578.1955555555555,42.25546082013804,78,4.8076923076923075,26,,,azure-expressroute;azure-virtual-network,administrator;network-engineer,intermediate,jileary,wwlpublish
Getting started with Omnichannel for Customer Service,https://docs.microsoft.com/en-us/learn/modules/getting-started-omnichannel/,8,877,6320,29.94%,689,103,94,,223.70416666666668,30.644406392694062,78,4.75,4,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
How to build an automated solution,https://docs.microsoft.com/en-us/learn/modules/build-automated-solution/,8,12911,101415,55.98%,11309,3163,3086,8,2784.8294444444446,26.006189364461736,78,4.711111111111111,180,,,dynamics-365;dynamics-finance-operations;power-platform,business-user,beginner,chsims,wwlpublish
Introduction to Azure Virtual Networks,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-virtual-networks/,11,6722,45065,16.04%,6035,479,486,7,2123.5391666666665,38.2849609375,78,4.872727272727273,55,,,azure-dns;azure-virtual-network,administrator;network-engineer,beginner,jileary,wwlpublish
Manage Dynamics 365 clients,https://docs.microsoft.com/en-us/learn/modules/manage-clients/,8,1031,5454,52.91%,655,173,178,,132.4025,15.425533980582525,78,4.4,5,,,dynamics-365;power-apps;power-platform,administrator;business-user;functional-consultant,intermediate,kschimke,KevSch
Offer an App Services resource provider  for Azure Stack Hub,https://docs.microsoft.com/en-us/learn/modules/offer-app-services-resource-provider-for-azure-stack-hub/,10,86,758,66.67%,66,22,24,,6.8502777777777775,9.558527131782945,78,,,,,ai-builder;azure;azure-stack;azure-stack-hub,administrator;solution-architect,advanced,bradj,wwlpublish
Prepare data for migration to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/prepare-data-migration-finance-operations/,7,1712,10562,39.88%,1290,256,245,3,284.6063888888889,20.019206721375536,78,4.75,16,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;developer,advanced,cstorega,cstorega
Protect your Azure Virtual Desktop deployment by using Azure Firewall,https://docs.microsoft.com/en-us/learn/modules/protect-virtual-desktop-deployment-azure-firewall/,9,1284,9822,64.20%,977,312,339,1,141.3047222222222,13.288845350052247,78,4.8125,16,,,azure;azure-firewall;azure-virtual-desktop,administrator,beginner,cwatson,cwatson-cat
Work with ratings and reviews in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/ratings-reviews/,8,116,806,76.92%,78,30,29,,11.118611111111111,11.502011494252873,78,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Configure sample app data for Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/modules/configure-sample-app-fraud-protection/,11,68,556,93.75%,32,15,15,,4.231944444444444,7.4681372549019605,77,5,1,,,dynamics-365;dynamics-fraud-protection;dynamics-commerce,functional-consultant;administrator;solution-architect,intermediate,cstorega,cstorega
Debug and deploy your extension in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/debug-deploy-extension/,11,225,1542,36.99%,147,27,18,,34.85638888888889,18.673065476190477,77,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Discuss practices for responsible AI at Microsoft,https://docs.microsoft.com/en-us/learn/modules/microsoft-responsible-ai-practices/,9,528,4034,73.71%,390,143,147,,44.928333333333335,10.288931297709924,77,5,2,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,japerena,Adriamen
Encrypt network traffic end to end with Azure Application Gateway,https://docs.microsoft.com/en-us/learn/modules/end-to-end-encryption-with-app-gateway/,7,2481,17687,84.69%,2042,863,917,6,139.6125,6.766357027463651,77,4.884615384615385,52,,,azure;azure-virtual-network;azure-application-gateway,solution-architect;developer;security-engineer,intermediate,jaboes,jboeshart
How to build a model-driven app,https://docs.microsoft.com/en-us/learn/modules/how-build-model-driven-app/,8,13493,117172,59.95%,11901,3560,3447,10,3650.029722222222,32.70635951812027,77,4.589211618257261,241,,,power-apps;power-platform,business-analyst;developer;maker,beginner,chsims,wwlpublish
Manage Group Lifecycle with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-group-data/,8,1120,18878,79.59%,984,390,716,,122.46555555555555,13.215707434052758,77,4.285714285714286,7,,,m365;ms-graph,developer,intermediate,suzanz,andrewconnell-msft
Set up Field Service to create work orders from IoT data,https://docs.microsoft.com/en-us/learn/modules/set-up-field-service-work-items/,9,83,354,43.75%,32,7,7,,6.495555555555556,9.50569105691057,77,5,1,,,dynamics-365;dynamics-field-service,functional-consultant;business-user,intermediate,kschimke,KevSch
Address tangible risks with the Govern methodology of the Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-govern/,9,609,5086,80.99%,489,196,215,1,56.36277777777778,11.197902869757174,76,5,10,,,azure,administrator;developer;solution-architect;auditor;business-analyst;business-owner;functional-consultant;privacy-manager;risk-practitioner;security-engineer;student;technology-manager,beginner,jumcn,BrianBlanchard
Change how documents look in Business Central,https://docs.microsoft.com/en-us/learn/modules/change-documents-dynamics-365-business-central/,10,1046,6830,30.00%,865,129,108,2,189.76666666666668,21.896153846153847,76,4.8,10,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner,kschimke,KevSch
Connecting IoT devices to Cognitive Services using Azure Functions,https://docs.microsoft.com/en-us/learn/modules/connecting-iot-devices-cognitive-services-azure-functions/,13,279,2514,42.53%,175,37,39,,33.02972222222222,14.257434052757795,76,,,,,azure-iot-hub,ai-edge-engineer,intermediate,chnoring,leestott
Develop web parts with the SharePoint Framework,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-web-parts/,8,697,3786,32.55%,425,69,67,,104.06111111111112,17.941570881226053,76,5,2,,,m365;office-sp-framework,developer,intermediate,suzanz,andrewconnell-msft
Extend your on-premises file share capacity using Azure File Sync,https://docs.microsoft.com/en-us/learn/modules/extend-share-capacity-with-azure-file-sync/,12,1118,6260,29.32%,800,117,122,,151.1136111111111,16.248775388291516,76,,,,,azure;azure-storage;azure-files,administrator,beginner,cwatson,cwatson-cat
Gather customer feedback with Dynamics 365 Customer Voice,https://docs.microsoft.com/en-us/learn/modules/customer-voice-service-feedback/,9,123,958,27.27%,67,9,7,,26.384444444444444,25.95191256830601,76,,,,,dynamics-365;dynamics-sales;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Leverage Microsoft Graph & third-party APIs,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-graph-3rd-party-apis/,8,383,1956,36.75%,234,43,46,,47.28722222222222,14.854624781849912,76,,,,,m365;office-sp-framework,developer,intermediate,suzanz,andrewconnell-msft
"Microsoft OneDrive: Espacio de almacenamiento, recursos compartidos y coautoría",https://docs.microsoft.com/en-us/learn/modules/microsoft-onedrive-espacio-de-almacenamiento/,14,92,2076,72.73%,88,32,34,,9.233333333333333,12.043478260869565,76,5,11,,,office-onedrive,k-12-educator,beginner,abdewees,mec-sa
Optimize the performance of Azure Cosmos DB by using partitioning and indexing strategies,https://docs.microsoft.com/en-us/learn/modules/monitor-and-scale-cosmos-db/,9,1602,14598,31.69%,1223,193,210,,393.1613888888889,29.561006683375105,76,4.764705882352941,17,16,15,azure;azure-cosmos-db,developer;solution-architect,intermediate,robmcm,rmcmurray
Prepare communication compliance in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-prepare-communication-compliance/,7,735,4260,70.20%,491,172,181,2,77.02361111111111,12.592415985467756,76,5,3,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Routing and work distribution in Omnichannel for Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/work-distribution-omnichannel/,7,509,3442,45.76%,354,81,80,,79.10777777777778,18.686876640419946,76,4.75,4,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Use visuals in Power BI,https://docs.microsoft.com/en-us/learn/modules/visuals-in-power-bi/,10,14208,102144,50.14%,10555,2634,2575,16,1684.7858333333334,14.30613501273705,76,4.8017621145374445,227,,,power-platform;power-bi,business-analyst;data-analyst,intermediate,robde,heyrob
Work with analytics and reporting in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/work-analytics-reporting-finance-operations/,9,1627,12298,35.43%,1255,214,201,,679.0341666666667,51.57221518987342,76,5,15,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,business-user;functional-consultant;solution-architect,intermediate,cstorega,cstorega
Add principles of inclusive design to your Windows app,https://docs.microsoft.com/en-us/learn/modules/write-inclusive-windows-apps/,6,126,294,29.41%,34,5,5,,2.395277777777778,2.2812169312169313,75,,,,,windows,developer,intermediate,v-pettur,PeterTurcan
Build an AI web app by using Python and Flask,https://docs.microsoft.com/en-us/learn/modules/python-flask-build-ai-web-app/,8,3893,19526,23.01%,2339,269,280,2,367.0672222222222,11.346745663747209,75,4.804878048780488,41,,,azure,developer;student,intermediate,chnoring,GeekTrainer
Configure your Windows app to use Narrator and speech recognition,https://docs.microsoft.com/en-us/learn/modules/narrator-and-voice-input/,6,248,810,38.33%,120,23,11,,16.288611111111113,7.881586021505377,75,5,1,,,windows,developer,intermediate,v-pettur,PeterTurcan
Diseño del Aprendizaje en el siglo XXI: Curso 5 - Autorregulación,https://docs.microsoft.com/en-us/learn/modules/21cld-curso-5-autorregulacion/,10,67,1236,60.00%,61,18,18,,8.870833333333334,16.12878787878788,75,5,3,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Get data with Power BI Desktop,https://docs.microsoft.com/en-us/learn/modules/get-data-power-bi/,9,39719,225979,32.45%,30050,4847,4532,43,4373.7827777777775,13.259244475882511,75,4.76418439716312,564,,,power-platform;power-bi,business-analyst;data-analyst,intermediate,robde,heyrob
Implement IP Address Management,https://docs.microsoft.com/en-us/learn/modules/implement-ip-address-management/,10,858,5616,44.53%,549,122,126,1,124.31888888888889,17.427881619937693,75,4.666666666666667,6,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Integrate Office and Dynamics 365 Customer Engagement apps,https://docs.microsoft.com/en-us/learn/modules/integrating-office-customer-engagement-apps/,10,94,326,46.67%,30,7,7,,4.233888888888889,5.404964539007092,75,,,,,dynamics-365;power-platform,functional-consultant,beginner,dbeasley,DaveBeasley
Manage a discrete product BOM and route for versioned products in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/manage-discrete-bom-route-versioned-products-supply-chain-management/,11,110,594,40.74%,54,11,10,,7.687777777777778,8.386666666666667,75,4,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Manage access for Azure Stack Hub,https://docs.microsoft.com/en-us/learn/modules/manage-access-for-azure-stack-hub/,13,106,1030,74.29%,70,26,28,,11.849444444444444,13.41446540880503,75,,,,,azure;azure-stack;azure-stack-hub,administrator;solution-architect,advanced,bradj,wwlpublish
Microsoft Teams – Authentication and Single Sign-on,https://docs.microsoft.com/en-us/learn/modules/msteams-sso/,8,1133,4814,26.61%,656,87,99,,129.51083333333332,13.777748226950354,75,5,6,,,m365;office-teams,developer,intermediate,suzanz,andrewconnell-msft
Prepare to teach the module: Map learning to Power BI,https://docs.microsoft.com/en-us/learn/modules/map-learning-to-power-bi/,7,4,30,50.00%,4,1,,,0.2563888888888889,7.691666666666666,75,,,,,office-excel;power-bi,business-analyst,intermediate,bgeoffro,wwlpublish
Build workspaces in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-workspaces-finance-operations/,7,692,4066,44.96%,518,116,121,1,119.22944444444444,20.735555555555557,74,4.8,5,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
Configure a call center channel in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/configure-call-center-channel/,9,166,1122,48.33%,120,29,28,,25.094444444444445,18.140562248995984,74,5,1,,,dynamics-365;dynamics-commerce,functional-consultant,intermediate,cstorega,cstorega
Data integrations with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/data-integrations-finance-operations/,10,624,4570,68.33%,442,151,129,1,71.05083333333333,13.663621794871794,74,5,8,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer;solution-architect,advanced,cstorega,cstorega
"Deploy and configure servers, instances, and databases for Azure SQL",https://docs.microsoft.com/en-us/learn/modules/azure-sql-deploy-configure/,9,4193,32696,26.55%,3450,458,480,,1170.2658333333334,33.69287428023033,74,4.862745098039215,51,151,120,azure;azure-sql-managed-instance;azure-sql-database,solution-architect;database-administrator;data-engineer,beginner;intermediate,bobward,amthomas46
Enable SharePoint Framework web part configuration with property panes,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-web-part-property-pane/,8,354,2338,41.13%,248,51,53,,65.70361111111112,22.27241054613936,74,,,,,m365;office-sp-framework,developer,intermediate,suzanz,andrewconnell-msft
Functional Consultant skills,https://docs.microsoft.com/en-us/learn/modules/functional-consultant-skills/,14,298,1658,27.27%,132,18,15,,32.71472222222222,13.173713646532438,74,4.666666666666667,3,,,dynamics-365;power-platform,functional-consultant,intermediate,chsims,wwlpublish
Get started with model-driven apps in Power Apps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-model-driven-apps-in-powerapps/,9,5721,42348,41.47%,4513,929,913,3,1416.1755555555555,29.898146844944876,74,4.769230769230769,39,,,power-platform;power-apps,business-user;maker;functional-consultant,beginner,dbeasley,DaveBeasley
Implement compliance for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-for-microsoft-teams/,12,1232,12136,57.62%,1014,291,311,1,381.09277777777777,37.240336590662324,74,4.826086956521739,23,,,m365;office-teams,administrator,intermediate,tfrink,wwlpublish
Implement disaster recovery for SAP workloads in Azure,https://docs.microsoft.com/en-us/learn/modules/implement-disaster-recovery-for-sap-workloads-azure/,11,89,562,63.64%,45,14,15,,8.2975,11.314772727272727,74,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Introduction to Azure hybrid cloud services,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-hybrid-services/,9,338,1394,15.73%,180,14,16,,50.79083333333333,18.24820359281437,74,4,1,,,azure,solution-architect,beginner,orthomas,Orin-Thomas
Microsoft Planner para la gestion del aprendizaje basado en proyectos. Webinars Enseñanza Moderna 5/6,https://docs.microsoft.com/en-us/learn/modules/planner-para-gestion-aprendizaje-basado-proyectors/,15,28,446,81.82%,22,9,10,,0.6952777777777778,2.979761904761905,74,5,4,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Migrate data to Business Central,https://docs.microsoft.com/en-us/learn/modules/migrate-data-dynamics-365-business-central/,10,1355,10062,35.99%,1083,194,165,,215.40222222222224,19.146864197530864,74,4.357142857142857,14,,,dynamics-365;dynamics-business-central,functional-consultant,intermediate,kschimke,KevSch
Proyectos colaborativos en Microsoft Teams: Gestión y evaluación. Ciclo Webinars Teams 4/9,https://docs.microsoft.com/en-us/learn/modules/proyectos-colaborativos-en-teams/,16,38,728,88.89%,36,16,17,,1.9441666666666666,6.139473684210526,74,4.9,10,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Work with product recommendations in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/product-recommendations/,7,134,724,64.44%,90,29,26,,12.7875,11.451492537313433,74,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Create a canvas app based on Business Central data,https://docs.microsoft.com/en-us/learn/modules/create-canvas-app/,9,148,720,40.63%,64,13,12,,13.127222222222223,10.643693693693693,73,,,,,dynamics-365;dynamics-business-central,developer;functional-consultant;business-user,intermediate,kschimke,KevSch
Create an app to run parallel compute jobs in Azure Batch,https://docs.microsoft.com/en-us/learn/modules/create-an-app-to-run-parallel-compute-jobs-in-azure-batch/,11,469,2710,59.66%,239,71,76,,32.477777777777774,8.327635327635328,73,4.5,2,,,azure;dotnet;dotnet-core;azure-batch,developer,intermediate,robmcm,rmcmurray
Create and process event kanban rules in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/create-process-event-kanban-rules-dyn365-supply-chain-mgmt/,7,170,810,51.06%,94,24,26,,15.225277777777778,10.747254901960785,73,3.5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Diseño de evaluaciones y revision de resultados con Microsoft Forms. Webinars Enseñanza Moderna 3/6,https://docs.microsoft.com/en-us/learn/modules/evaluaciones-y-revision-de-resultados/,15,26,532,90.91%,22,10,10,,1.8475,8.526923076923078,73,5,3,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Explore cross-platform design patterns for Xamarin apps,https://docs.microsoft.com/en-us/learn/modules/explore-cross-platform-design-patterns/,12,506,3544,25.97%,310,40,40,,111.77416666666667,26.718924302788846,73,4.75,4,,,xamarin;vs;dotnet,developer,beginner,adpatrid,patridge
Get started with security roles in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/get-started-security-roles/,11,4069,32348,38.71%,3551,682,603,,1012.0769444444444,30.017111550502555,73,4.454545454545454,22,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,intermediate,dbeasley,DaveBeasley
Identify functional table types and characteristics in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/identify-table-types/,12,230,1344,28.57%,140,20,17,,24.566666666666666,12.817391304347826,73,,,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Implement device fingerprinting in Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/modules/device-fingerprint-fraud-protection/,6,92,372,71.43%,42,15,15,,3.547222222222222,4.6268115942028984,73,5,1,,,dynamics-365;dynamics-fraud-protection;dynamics-commerce,functional-consultant;administrator,intermediate,cstorega,cstorega
Manage services with the Azure portal,https://docs.microsoft.com/en-us/learn/modules/tour-azure-portal/,9,8165,25070,8.33%,6330,263,237,6,636.2705555555556,9.37530288146693,73,4.88,25,235,168,azure;azure-portal,administrator;solution-architect;developer;student,beginner,cwatson,cwatson-cat
Prepare for an easy application upgrade experience in Business Central,https://docs.microsoft.com/en-us/learn/modules/easy-application-upgrade/,8,110,558,45.16%,62,14,12,,9.1875,10.022727272727273,73,,,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Set up metrics and alerts for your Dynamics 365 Customer Voice surveys,https://docs.microsoft.com/en-us/learn/modules/metrics-alerts-voice-surveys/,9,68,504,68.00%,50,17,18,1,11.991944444444444,21.162254901960786,73,,,,,dynamics-365;customer-voice;dynamics-sales,business-user;functional-consultant,intermediate,kschimke,KevSch
Work with Power BI visuals,https://docs.microsoft.com/en-us/learn/modules/visuals-power-bi/,10,15585,124704,37.41%,14775,2755,2735,20,3506.2322222222224,27.145023655913977,73,4.690355329949239,197,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
"Work with users, groups, and roles in custom apps and APIs",https://docs.microsoft.com/en-us/learn/modules/identity-users-groups-approles/,8,1708,20056,59.84%,1234,368,694,,200.93722222222223,14.183803921568627,73,4.25,8,,,m365;azure-active-directory,developer,intermediate,suzanz,andrewconnell
Collect Input in Microsoft Teams with Task Modules,https://docs.microsoft.com/en-us/learn/modules/msteams-task-modules/,8,1390,19109,69.23%,1120,387,707,3,167.3961111111111,14.514113680154143,72,3.5,4,,,m365;office-teams,developer,intermediate,suzanz,andrewconnell-msft
Create and host web sites by using GitHub Pages,https://docs.microsoft.com/en-us/learn/modules/create-host-web-sites-github-pages/,5,1264,6380,74.13%,983,364,387,,49.05583333333333,4.664580031695721,72,4.8125,16,,,github;azure,devops-engineer;administrator;developer;solution-architect;student,beginner,thpetche,tpetchel
