Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Best practices for Java apps on Azure,https://docs.microsoft.com/en-us/learn/paths/best-practices-java-azure/,6,785,5195,12.70%,244,31,33,1727,12.593588110403397,76,296,learn.best-practices-java-azure,developer;devops-engineer;maker;solution-architect;student;technology-manager,azure;azure-active-directory;azure-app-service;azure-app-service-web;azure-cache-redis;azure-clis;azure-cosmos-db;azure-database-mysql;azure-spring-cloud;azure-web-apps;msal-java;azure-service-bus,beginner;intermediate;advanced,nickwalk,nickwalkmsft
Manage your enterprise deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-enterprise-deployment-m365/,6,4265,28199,12.69%,1915,243,269,1727,17.440445486518172,6175,157,learn-m365.manage-enterprise-deployment-m365,administrator,m365,beginner,teleary,temanteleary
Manage order fulfillment and inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,236,1993,12.69%,134,17,19,1727,26.60409604519774,98,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Describe the basic concepts of cybersecurity,https://docs.microsoft.com/en-us/learn/paths/describe-basic-concepts-of-cybersecurity/,6,2388,26009,12.66%,1943,246,271,1727,32.371496370742605,532,126,learn.wwl.describe-basic-concepts-of-cybersecurity,business-owner;business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Create Azure IoT services in the Azure portal,https://docs.microsoft.com/en-us/learn/paths/create-azure-iot-services-azure-portal/,4,2250,22452,12.65%,1589,201,225,1727,30.384422222222224,132,144,learn.wwl.create-azure-iot-services-azure-portal,developer,azure;azure-iot;azure-iot-dps;azure-iot-hub;azure-portal,intermediate,cahowd,wwlpublish
Work with Microsoft Cloud for Healthcare,https://docs.microsoft.com/en-us/learn/paths/work-healthcare-solution/,3,170,1188,12.61%,119,15,18,1727,16.23735294117647,100,84,learn-bizapps.work-healthcare-solution,business-user;functional-consultant,industry-solutions;mscloud-healthcare,beginner,dbeasley,DaveBeasley
Plan and implement data platform resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,4,2722,21319,12.57%,1360,171,165,1727,27.633045554739162,1638,198,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,jupadrao,wwlpublish
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,1140,9685,12.55%,263,33,29,1727,39.72966374269006,624,587,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Explore data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-data-governance-microsoft-365/,6,712,6311,12.53%,431,54,61,1727,26.71753277153558,240,225,learn.wwl.introduction-to-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Build expertise with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/advanced-winautomation/,7,274,1552,12.50%,80,10,11,1727,9.23734793187348,226,217,learn-bizapps.advanced-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,advanced,dbeasley,DaveBeasley
Design an accident tracking app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/design-accident-tracking/,5,167,1108,12.50%,72,9,9,1727,11.385928143712574,19,148,learn-bizapps.accident-tracking-app,maker,power-apps;power-platform;common-data-service;office-excel,beginner,jadaphillips,jadaphillips
Get up and running quickly with Microsoft Vaccination Management,https://docs.microsoft.com/en-us/learn/paths/vaccination-management/,8,174,1267,12.50%,64,8,10,1727,6.318869731800766,9,242,learn-bizapps.vaccination-management,business-user;functional-consultant,industry-solutions;mscloud-healthcare,intermediate,dbeasley,DaveBeasley
Integrate with Microsoft Power Platform and Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-power-platform/,2,1339,9206,12.50%,992,124,137,1727,24.41250933532487,1180,246,learn-dynamics.integrate-power-platform,developer,power-apps;power-platform,advanced,dbeasley,DaveBeasley
Manage the transport pipeline in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-transport-pipeline-microsoft-365/,3,45,288,12.50%,32,4,5,1727,6.803333333333334,28,85,learn.wwl.manage-transport-pipeline-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Configure and use point of sale in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,475,4679,12.44%,209,26,27,1727,29.556280701754385,126,329,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
AZ-400: Create and manage containers using Docker and Kubernetes,https://docs.microsoft.com/en-us/learn/paths/az-400-create-manage-containers-using-docker-kubernetes/,5,1933,20203,12.43%,1512,188,211,1727,22.697732367649596,231,80,learn.wwl.az-400-create-manage-containers-using-docker-kubernetes,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
AI business school for education,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-education/,12,4951,59024,12.43%,515,64,68,1727,19.311452231872348,1570,582,learn.ai-business-school-education,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate,rawortma,RWortmanMorris
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,732,5391,12.37%,396,49,53,1727,19.336634790528233,690,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Sell through the commercial marketplace,https://docs.microsoft.com/en-us/learn/paths/sell-through-commercial-marketplace/,4,1462,8917,12.36%,437,54,58,1727,14.200569995440036,249,126,learn.sell-through-commercial-marketplace,business-user;business-owner;technology-manager;administrator,azure;azure-marketplace;dynamics-365;m365;office-365;power-platform,beginner,maevan,MarlEva
Control Azure spending and manage bills with Azure Cost Management and billing,https://docs.microsoft.com/en-us/learn/paths/control-spending-manage-bills/,6,27392,222525,12.34%,1037,128,142,1727,24.752946115654204,1924,229,learn.control-spending-manage-bills,administrator;solution-architect;business-analyst;business-user;technology-manager,azure;azure-portal;azure-cost-management;azure-advisor,beginner,banders,bandersmsft
Configure and use process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,5,2508,28471,12.34%,381,47,36,1727,47.78422381711855,556,611,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Develop and deploy custom IoT Edge modules,https://docs.microsoft.com/en-us/learn/paths/develop-deploy-custom-iot-edge-modules/,4,250,2018,12.32%,211,26,27,1727,26.2044,21,188,learn.wwl.develop-deploy-custom-iot-edge-modules,developer,azure;azure-container-instances;azure-container-registry;azure-iot-edge;azure-iot-hub;azure-iot-sdk;azure-portal,intermediate,cahowd,wwlpublish
Set up Microsoft Teams meetings for your organization,https://docs.microsoft.com/en-us/learn/paths/m365-teams-setup-meetings/,3,963,6174,12.32%,747,92,104,1727,10.646642436829353,1521,56,learn-m365.teams-meetings,administrator,office-teams,intermediate,teleary,temanteleary
Migrate application workloads and data to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-application-workloads-data-azure/,4,8647,52432,12.27%,538,66,69,1727,17.180565514051118,1306,194,learn.wwl.migrate-application-workloads-data-azure,administrator;data-engineer;solution-architect,azure;azure-sql-database,intermediate,tonyj,wwlpublish
Work with Data Warehouses using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,6465,130596,12.22%,3731,456,498,1727,55.566880639340035,1770,453,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate,jamesh,wwlpublish
Create jobs in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-jobs/,4,275,1685,12.21%,131,16,17,1727,9.168545454545454,192,112,learn-dynamics.create-jobs,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Deploy Azure IoT Edge devices and modules,https://docs.microsoft.com/en-us/learn/paths/deploy-azure-iot-edge-devices-modules/,5,391,3495,12.15%,288,35,37,1727,31.512020460358055,36,222,learn.wwl.deploy-azure-iot-edge-devices-modules,developer,azure;azure-clis;azure-iot-edge;azure-iot-hub;azure-iot-sdk;azure-portal;azure-stream-analytics,intermediate,cahowd,wwlpublish
Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,4,744,9006,12.01%,358,43,35,1727,34.64695340501792,663,423,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Manage a company with multiple locations in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-multiple-locations/,4,240,1548,12.00%,100,12,13,1727,14.205208333333333,144,141,learn-dynamics.manage-multiple-locations,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-virtual-networks/,16,17839,240527,11.99%,784,94,89,1727,39.53487303099949,993,897,learn.azure-admin-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-cdn;azure-traffic-manager;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,cwatson,cwatson-cat
Get started using Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/get-started-cds/,7,25672,301771,11.99%,8325,998,1019,1727,35.493642230185934,6020,325,learn-dynamics.get-started-using-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,beginner,kschimke,KevSch
Configure and work with e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,210,2001,11.95%,159,19,21,1727,27.132460317460318,130,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Manage security with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-security-management/,4,870,4149,11.93%,528,63,67,1727,12.184846743295019,6067,44,learn-m365.m365-security-management,administrator,m365;office-365;windows;m365-security-center,intermediate,beccarobins,beccarobins
Configure and work with call centers in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,174,1008,11.81%,144,17,18,1727,11.879597701149425,98,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Detect threats and protect information in cloud apps using Microsoft Defender for Cloud Apps,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-intermediate/,3,168,1096,11.76%,85,10,14,1727,17.82996031746032,181,117,learn-m365.m365-cloud-app-security-intermediate,administrator,m365;m365-ems-cloud-app-security,intermediate,beccarobins,beccarobins
Manage and troubleshoot mail flow in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-troubleshoot-mail-flow-microsoft-365/,4,84,575,11.76%,51,6,7,1727,14.80297619047619,42,102,learn.wwl.manage-troubleshoot-mail-flow-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Explore Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/explore-azure-for-sap-workloads/,5,1068,12606,11.53%,954,110,115,1727,22.35980024968789,81,102,learn.wwl.explore-azure-for-sap-workloads,administrator;solution-architect,azure,advanced,eric,wwlpublish
Enhance IoT solution security by using Azure Defender for IoT,https://docs.microsoft.com/en-us/learn/paths/enhance-iot-solution-security-by-using-azure-defender/,4,264,1851,11.52%,191,22,24,1727,18.3657196969697,27,151,learn.wwl.enhance-iot-solution-security-by-using-azure-defender,developer,azure;azure-defender-iot;azure-iot-edge;azure-iot-hub;azure-iot-sdk;azure-portal;azure-security-center,intermediate,cahowd,wwlpublish
Manage nonprofit fundraising and engagement with Microsoft Cloud for Nonprofit,https://docs.microsoft.com/en-us/learn/paths/nonprofit-fundraising-engagement/,9,182,2314,11.50%,113,13,16,1727,31.156868131868134,17,226,learn-bizapps.nonprofit-fundraising-engagement,business-user;functional-consultant,industry-solutions;mscloud-nonprofit,intermediate,dbeasley,DaveBeasley
SC-300: Implement Access Management for Apps,https://docs.microsoft.com/en-us/learn/paths/implement-access-management-for-apps/,3,1600,13540,11.50%,1330,153,176,1727,26.45540625,927,127,learn.wwl.implement-access-management-for-apps,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,roberts,wwlpublish
Windows Server file servers and storage management,https://docs.microsoft.com/en-us/learn/paths/windows-server-file-servers-storage-management/,6,2544,18032,11.48%,688,79,90,1727,15.260816299790356,896,295,learn.wwl.windows-server-file-servers-storage-management,administrator;security-engineer;solution-architect,windows-server,intermediate,tonyj,wwlpublish
Get started with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-get-started/,2,2664,17591,11.47%,1971,226,235,1727,19.346784284284283,1585,82,learn-bizapps.pad-get-started,maker;developer;functional-consultant,power-platform;power-automate,beginner,marleon,mariosleon
Azure for the Data Engineer,https://docs.microsoft.com/en-us/learn/paths/azure-for-the-data-engineer/,3,17450,167320,11.42%,15602,1781,1962,1727,32.41437631327603,13689,111,learn.data-ai.azure-for-the-data-engineer,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,chtestao,ctesta-oneillmsft
Extend Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,1874,9391,11.34%,873,99,105,1727,15.538420490928495,932,142,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,dbeasley,DaveBeasley
Extend Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/extend-customer-service/,2,522,2768,11.33%,256,29,32,1727,13.942848020434228,17,79,learn-dynamics.extend-customer-service,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Work with different technologies in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work-different-technologies/,6,5219,23055,11.32%,521,59,53,1727,9.281069170339146,501,273,learn-bizapps.pad-work-different-technologies,maker;developer;functional-consultant,power-platform;power-automate,intermediate,marleon,mariosleon
Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 productivity and teamwork capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,5,30424,371162,11.32%,21486,2433,2639,1727,24.230707117188185,13946,125,learn.wwl.m365-productivity-teamwork-solutions,business-owner;business-user;student,m365;office-365,beginner,dahans,wwlpublish
Set up financial management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-financial-management-dynamics-365-business-central/,5,1822,17554,11.32%,919,104,110,1727,28.077305159165753,1051,225,learn-dynamics.set-up-financial-management-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Work with Expense management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,759,7502,11.29%,319,36,37,1727,21.669367588932808,225,345,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Run high-performance computing (HPC) applications on Azure,https://docs.microsoft.com/en-us/learn/paths/run-high-performance-computing-applications-azure/,13,1313,15753,11.26%,222,25,28,1727,26.94993653211475,136,632,learn.azure.run-high-performance-computing-applications-azure,administrator;developer;solution-architect;student;technology-manager;functional-consultant,azure;azure-hpc-cache;azure-batch;azure-virtual-machines;azure-cyclecloud;azure-netapp-files,beginner;intermediate,nickwalk,nickwalkmsft
Implement and operate an on-premises and hybrid networking infrastructure,https://docs.microsoft.com/en-us/learn/paths/implement-operate-premises-hybrid/,7,3125,24550,11.21%,705,79,90,1727,19.34048,160,425,learn.wwl.implement-operate-premises-hybrid,administrator;solution-architect;technology-manager,azure;windows-server,intermediate,tonyj,wwlpublish
Explore the Microsoft 365 platform services,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-365-platform-services/,8,2362,24383,11.16%,1066,119,142,1727,30.248849844764322,514,268,learn.wwl.explore-microsoft-365-platform-services,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-finance/,5,3906,49055,11.16%,1568,175,184,1727,42.960761222051545,793,184,learn.wwl.explore-microsoft-dynamics-365-finance,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-finance,beginner,ceabrams,wwlpublish
Manage fixed asset maintenance and insurances in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-maintenance-insurances/,4,152,871,11.11%,63,7,8,1727,11.76107456140351,121,112,learn-dynamics.manage-fixed-assets-maintenance-insurances,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Introduction to configuration in Dynamics 365 model-driven apps,https://docs.microsoft.com/en-us/learn/paths/introduction-configuration-dynamics-365-model-driven-apps/,3,1009,6620,11.02%,508,56,61,1727,16.278724810042945,1341,63,learn.wwl.introduction-configuration-dynamics-365-model-driven-apps,administrator;business-analyst;business-user;developer;functional-consultant,dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-platform,beginner,anjenni,wwlpublish
Architect secure infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-secure-infrastructure/,8,10455,101250,10.98%,410,45,48,1727,21.25295074127212,2909,397,learn.architect-secure-infrastructure,solution-architect,azure;azure-virtual-machines;azure-resource-manager;azure-application-gateway;azure-key-vault;azure-sql-database,intermediate,jaboes,jboeshart
Manage information protection and governance,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-information/,7,3192,31562,10.85%,737,80,74,1727,35.646835839599,2085,322,learn-m365.m365-compliance-information,administrator;auditor,m365,intermediate,beccarobins,beccarobins
Add logic to your applications with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-logic/,5,6662,68266,10.84%,5284,573,705,1727,26.608886220354247,6054,120,learn.languages.csharp-logic,developer,dotnet,beginner,rotabor,bobtabor-msft
Administer Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/administer-portals/,4,1945,9522,10.78%,835,90,99,1727,15.133419023136247,815,77,learn-bizapps.administer-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,dbeasley,DaveBeasley
Azure Fundamentals part 1: Describe core Azure concepts (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-cloud-concepts/,3,339155,3119539,10.77%,276371,29761,32859,1727,28.014766601308153,103023,94,learn.az-900-describe-cloud-concepts,administrator;solution-architect;developer;student,azure;azure-resource-manager;azure-functions,beginner,robbarefoot,Randall-Knapp
Collaborate with SharePoint in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-teams-sharepoint/,4,3804,26926,10.74%,2319,249,271,1727,16.478776726253066,5749,74,learn-m365.m365-teams-sharepoint,administrator,m365;office-365,intermediate,teleary,temanteleary
Manage meetings and calling in Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,5,1626,19241,10.73%,1221,131,143,1727,38.99132841328413,735,276,learn.wwl.manage-meetings-calling-microsoft-teams,administrator,m365;office-teams,intermediate,jennyche,wwlpublish
Manage identity and access in Azure Active Directory,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,52697,467213,10.69%,5540,592,634,1727,23.946826511313105,18904,317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate,barclayn,barclayn
Explore space with Python and Visual Studio Code; inspired by Netflix's Over the Moon,https://docs.microsoft.com/en-us/learn/paths/explore-space-using-python/,3,1350,10052,10.62%,885,94,109,1727,10.493654320987654,1515,129,learn.explore-space-using-python,data-scientist;developer;student,azure-custom-vision;vs-code,beginner,sguthals,sguthals
Manage Windows Servers and workloads in a hybrid environment,https://docs.microsoft.com/en-us/learn/paths/manage-windows-servers-workloads-hybrid-environment/,6,4044,30002,10.59%,1114,118,137,1727,20.829999175733597,223,258,learn.wwl.manage-windows-servers-workloads-hybrid-environment,administrator;solution-architect;technology-manager,azure;windows-server,intermediate,tonyj,wwlpublish
Work with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work/,6,3579,19393,10.57%,719,76,70,1727,12.4844649343392,902,233,learn-bizapps.pad-work,maker;developer;functional-consultant,power-platform;power-automate,beginner,marleon,mariosleon
SC-200: Create queries for Microsoft Sentinel using Kusto Query Language (KQL),https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,3182,27282,10.53%,2327,245,275,1727,19.01562434527551,1068,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,bneeb,wwlpublish
Manage public folders in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-public-folders-microsoft-365/,3,53,265,10.53%,38,4,5,1727,9.987735849056603,19,102,learn.wwl.manage-public-folders-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Get started with Microsoft Viva Topics,https://docs.microsoft.com/en-us/learn/paths/m365-viva-topics/,5,989,6876,10.51%,571,60,64,1727,14.476457701381868,361,114,learn-m365-pr.viva-topics,administrator,m365,beginner,ruihu,maggierui
Use advanced data options and connectors in Power Apps,https://docs.microsoft.com/en-us/learn/paths/advanced-data-options-and-connectors/,4,2362,9261,10.49%,610,64,54,1727,15.024259102455547,1890,151,learn-bizapps.advanced-data-options-and-connectors,functional-consultant;maker,power-platform;power-apps,advanced,dbeasley,DaveBeasley
Master planning in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,1073,12507,10.49%,572,60,61,1727,32.753572538055295,294,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Build low touch IoT solutions by using Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/build-low-touch-iot-solutions-by-using-azure-iot-central/,4,616,3501,10.49%,267,28,32,1727,13.772077922077923,31,83,learn.wwl.build-low-touch-iot-solutions-by-using-azure-iot-central,developer,azure;azure-iot-central,intermediate,cahowd,wwlpublish
AZ-104: Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,17696,440054,10.48%,11451,1200,1269,1727,55.502160563592525,9413,480,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,cynthist,wwlpublish
Use serial and lot numbers in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-serial-lot-numbers/,5,229,1440,10.47%,86,9,12,1727,13.941266375545851,137,172,learn-dynamics.use-serial-lot-numbers,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Configure and work with transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,485,2828,10.45%,287,30,35,1727,24.161340206185567,545,103,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,4,737,4915,10.32%,436,45,44,1727,24.903346901854366,161,165,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate,shkuehn,sbkuehn
Quickly find relevant data to respond to legal and regulatory obligations using Advanced eDiscovery and Advanced Audit,https://docs.microsoft.com/en-us/learn/paths/compliance-discover/,2,309,1206,10.32%,126,13,14,1727,11.130690399137,417,187,learn-m365.compliance-discover,administrator;auditor,m365,intermediate,beccarobins,beccarobins
Manage resources in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,44503,464203,10.28%,4554,468,488,1727,28.276936386311036,14404,271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,adsteven,adrianstevens
Manage Microsoft 365 messaging organizational settings and architecture,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-architecture/,7,1505,15181,10.24%,889,91,101,1727,26.046190476190475,1293,204,learn-m365.m365-messaging-architecture,administrator,m365;office-365;office-exchange-server,intermediate,teleary,temanteleary
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,3845,33615,10.20%,402,41,42,1727,23.348582574772433,295,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner,chnoring,softchris
Build great solutions with the Microsoft Azure Well-Architected Framework,https://docs.microsoft.com/en-us/learn/paths/azure-well-architected-framework/,6,13600,96823,10.12%,5506,557,623,1727,23.83860294117647,5032,338,learn.azure-well-architected-framework,solution-architect,azure;azure-storage;azure-sql-database;azure-cosmos-db;azure-cost-management;azure-advisor;azure-monitor;azure-cdn;azure-active-directory;azure-virtual-machines;azure-app-service;azure-resource-manager;azure-site-recovery;azure-backup;azure-expressroute,beginner,robbymillsap,robbyatmicrosoft
Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,304,4461,10.00%,180,18,19,1727,42.554111842105264,100,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
MS-500 part 4: Manage Governance and Compliance Features in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,10,2737,26231,9.95%,1116,111,124,1727,24.47092924126172,426,458,learn.wwl.manage-governance-compliance-features-microsoft-365,administrator;security-engineer;technology-manager,office-365,intermediate,hrasheed,wwlpublish
Process VAT in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-vat-dynamics-365-business-central/,4,415,2115,9.93%,141,14,15,1727,10.349116465863453,321,146,learn-dynamics.vat-process-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
