Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
MS-500 part 2 - Implement and manage threat protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,12,9327,91633,9.85%,1756,173,191,1727,28.837593366927557,570,412,learn.wwl.implement-manage-threat-protection,administrator;security-engineer;technology-manager,defender-identity;defender-office365,intermediate,hrasheed,wwlpublish
AZ-400: Get started on a DevOps transformation journey,https://docs.microsoft.com/en-us/learn/paths/az-400-get-started-devops-transformation-journey/,7,9510,122622,9.81%,7621,748,834,1727,31.115008762705923,548,142,learn.wwl.az-400-get-started-devops-transformation-journey,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,574,5187,9.77%,256,25,29,1727,29.488066202090593,538,447,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate,dbeasley,DaveBeasley
Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-omnichannel/,9,990,11456,9.68%,475,46,51,1727,38.48905723905724,543,467,learn-dynamics.work-customer-service-omnichannel,administrator;functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Learn how Microsoft supports secure software development as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-software-development-for-cybersecurity/,8,38137,263636,9.68%,341,33,30,1727,19.93836606619993,246,357,learn-m365.cybersecurity-secure-software,administrator;security-operations-analyst;security-engineer,m365;azure,beginner,beccarobins,beccarobins
Work with Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-sales-professional/,5,2793,23528,9.62%,416,40,41,1727,30.62464494569758,981,264,learn-dynamics.work-with-dynamics-365-for-sales-pro,business-user;functional-consultant,dynamics-365;dynamics-sales,intermediate,dbeasley,DaveBeasley
Work with essential development standards for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/essential-development-standards/,4,346,2554,9.62%,156,15,18,1727,21.485645472061655,211,226,learn-dynamics.essential-development-standards,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Planning Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,290,1732,9.60%,177,17,18,1727,16.662241379310345,1210,206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced,bradj,wwlpublish
"AZ-305: Design identity, governance, and monitor solutions",https://docs.microsoft.com/en-us/learn/paths/design-identity-governance-monitor-solutions/,3,8251,79507,9.60%,6863,659,749,1727,30.971268129115664,597,93,learn.wwl.design-identity-governance-monitor-solutions,solution-architect,azure,advanced,cynthist,wwlpublish
AZ-204: Create Azure App Service web apps,https://docs.microsoft.com/en-us/learn/paths/create-azure-app-service-web-apps/,4,21181,270548,9.57%,19209,1838,2112,1727,42.7038800497301,1370,108,learn.wwl.create-azure-app-service-web-apps,developer,azure;azure-app-service,intermediate,jeffko,wwlpublish
Set up Dynamics 365 Marketing and configure advanced settings,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,989,9490,9.56%,826,79,81,1727,33.49630940343781,1011,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,dbeasley,DaveBeasley
Deploy a website to Azure with Azure App Service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,21010,172162,9.54%,3909,373,398,1727,14.464397112486118,8589,243,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,msangapu,msangapu-msft
Implement Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service/,5,1025,11466,9.48%,728,69,63,1727,48.960341463414636,771,382,learn-bizapps.implementing-dyn365-field-service,functional-consultant,dynamics-365;dynamics-field-service,intermediate,kschimke,KevSch
Store data in Azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,26391,377643,9.45%,8919,843,914,1727,32.851267477549165,13976,220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,adsteven,adrianstevens
Scale AI in your organization,https://docs.microsoft.com/en-us/learn/paths/scale-ai-organizations/,2,607,2863,9.43%,159,15,17,1727,11.010378912685338,375,86,learn.scale-ai-organizations,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Manage events in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,621,5142,9.40%,436,41,45,1727,25.052066559312937,697,244,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate,dbeasley,DaveBeasley
Azure Database for PostgreSQL,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-postgres/,3,954,5519,9.40%,266,25,26,1727,13.876694619147449,370,115,learn.azure.azure-database-for-postgresql,administrator;developer;solution-architect;student,azure;azure-database-postgresql,beginner,jasdeb,TomReidNZ
SQL Server on Linux,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-on-linux/,4,4059,23211,9.35%,310,29,31,1727,13.711016670772768,1317,184,learn-sqlserver.sql-server-on-linux,data-engineer,sql-server,intermediate,v-gea,GeoffAllix
"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,1970,16400,9.34%,1263,118,122,1727,33.99274111675127,2339,315,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate,dbeasley,DaveBeasley
Windows Server Network Infrastructure,https://docs.microsoft.com/en-us/learn/paths/windows-server-network-infrastructure/,5,2673,18467,9.33%,750,70,79,1727,17.75910961466517,1033,311,learn.wwl.windows-server-network-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Administer containers in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,17941,115957,9.32%,1610,150,155,1727,22.11084852200732,6742,310,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner,adsteven,adrianstevens
Manage customer engagement and shopping experience in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,254,2126,9.32%,161,15,17,1727,20.599343832021,96,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,1931,15826,9.19%,1512,139,154,1727,21.49798032107716,1220,84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate,teleary,temanteleary
Introduction to Secure Application Delivery with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-application-delivery/,4,2134,10159,9.18%,196,18,18,1727,13.51331615120275,88,135,learn.secure-application-delivery,business-user,azure-front-door;azure-web-application-firewall;azure-private-link;azure-bastion,beginner,micrum,micrum
Explore security metrics in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-microsoft-365-security-metrics/,6,1593,16372,9.14%,996,91,103,1727,32.03275789914208,345,194,learn.wwl.introduction-to-microsoft-365-security-metrics,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Manage IoT devices by using IoT Hub and apps,https://docs.microsoft.com/en-us/learn/paths/use-iot-hub-apps-manage-iot-devices/,5,419,3195,9.12%,285,26,29,1727,19.094152744630073,30,206,learn.wwl.manage-iot-devices-by-using-iot-hub-apps,developer,azure;azure-clis;azure-iot-hub;azure-iot-sdk;azure-portal,intermediate,cahowd,wwlpublish
Get started with Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,1176,9460,9.11%,779,71,68,1727,22.991978458049886,1113,210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner,cstorega,cstorega
Configure Microsoft Defender for Cloud Apps for advanced scenarios,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-advanced/,6,285,1585,9.09%,77,7,10,1727,9.631988304093568,187,202,learn-m365.m365-cloud-app-security-advanced,administrator,m365;m365-ems-cloud-app-security,advanced,beccarobins,beccarobins
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,1300,9880,9.04%,708,64,55,1727,34.555320512820515,814,448,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Get started with the Linux command line and the Shell,https://docs.microsoft.com/en-us/learn/paths/shell/,2,1659,7257,9.03%,565,51,56,1727,12.781273859754872,339,78,learn.shell.linux-command-line,devops-engineer;administrator;developer;student,azure-devops;azure,beginner;intermediate,chnoring,softchris
Set up warehouse management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-management/,6,300,2706,9.02%,122,11,13,1727,15.206111111111111,129,164,learn-dynamics.set-up-warehouse-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Create an enterprise-scale architecture in Azure,https://docs.microsoft.com/en-us/learn/paths/enterprise-scale-architecture/,4,1013,5739,9.01%,588,53,56,1727,23.61120434353406,1314,166,learn.azure.enterprise-scale-architecture,solution-architect,azure,beginner,jaboes,jboeshart
Build automated workflows to integrate data and apps with Azure Logic Apps,https://docs.microsoft.com/en-us/learn/paths/build-workflows-with-logic-apps/,4,2862,22188,8.91%,864,77,84,1727,25.32035872350338,2218,169,learn.build-workflows-with-logic-apps,developer,azure;azure-portal;azure-logic-apps,beginner;intermediate,robmcm,rmcmurray
Data integration at scale Azure Data Factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,7,10309,163189,8.87%,7022,623,687,1727,52.100895657516084,3249,309,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate,jamesh,wwlpublish
Get started with inventory management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-inventory-management/,2,637,4102,8.84%,430,38,42,1727,13.098534798534798,427,84,learn-dynamics.get-started-inventory-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Deploy and extend Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/deploy-dynamics-365-commerce/,6,510,4141,8.82%,136,12,14,1727,20.923496732026145,197,533,learn-dynamics.deploy-dynamics-365-commerce,functional-consultant;solution-architect;developer;administrator,dynamics-365;dynamics-commerce,beginner,cstorega,cstorega
Get started with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,6709,60489,8.81%,4667,411,393,1727,20.956093804342427,3430,194,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner,kschimke,KevSch
Write advanced Transact-SQL queries,https://docs.microsoft.com/en-us/learn/paths/write-advanced-transact-sql-queries/,4,1169,8747,8.80%,875,77,80,1727,19.515397775876817,511,207,learn.wwl.write-advanced-transact-sql-queries,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced,rcaper,wwlpublish
Work with accounts receivable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-receivable-dyn365-finance/,4,948,11188,8.79%,535,47,47,1727,33.264521800281294,843,430,learn-dynamics.work-accounts-receivable-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Work with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/work-power-apps-portals/,6,1389,9312,8.77%,422,37,40,1727,18.294936405087594,661,260,learn-bizapps.work-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,dbeasley,DaveBeasley
AZ-104: Deploy and manage Azure compute resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,32121,466811,8.74%,10125,885,973,1727,29.861842200844723,8576,379,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,cynthist,wwlpublish
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,2231,14014,8.70%,1287,112,121,1727,13.08425220379501,2443,124,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate,teleary,temanteleary
