Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
1562,https://docs.microsoft.com/en-us/learn/modules/configure-manage-microsoft-teams-devices/,learn.wwl.configure-manage-microsoft-teams-devices,/learn/modules/configure-manage-microsoft-teams-devices/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,Configure and manage Microsoft Teams devices,11,212,"1,992",66.67%,162,108,117,1.0,74.90888889,21.20062893,56,4.75,4,,,m365;office-teams,administrator,intermediate,9,2021
1563,https://docs.microsoft.com/en-us/learn/modules/manage-collaboration-experiences-for-chat-channels/,learn.wwl.manage-collaboration-experiences-for-chat-channels,/learn/modules/manage-collaboration-experiences-for-chat-channels/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,Manage collaboration experiences for chat and channels,8,250,"1,720",72.43%,185,134,139,1.0,76.02361111,18.24566667,42,5.0,6,,,m365;office-teams,administrator,intermediate,9,2021
1564,https://docs.microsoft.com/en-us/learn/modules/manage-apps-for-microsoft-teams/,learn.wwl.manage-apps-for-microsoft-teams,/learn/modules/manage-apps-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,Manage apps for Microsoft Teams,11,220,"2,203",68.21%,173,118,130,1.0,88.22194444,24.0605303,59,4.333333333,6,,,m365;office-teams,administrator,intermediate,9,2021
1565,https://docs.microsoft.com/en-us/learn/modules/create-manage-teams/,learn.wwl.create-manage-teams,/learn/modules/create-manage-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,Create and manage teams,10,384,"2,841",43.14%,350,151,158,,116.23194440000002,18.16124132,52,4.75,4,,,m365;office-teams,administrator,intermediate,9,2021
1566,https://docs.microsoft.com/en-us/learn/modules/plan-deploy-microsoft-teams/,learn.wwl.plan-deploy-microsoft-teams,/learn/modules/plan-deploy-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,Plan and deploy Microsoft Teams,9,969,"7,998",61.72%,802,495,535,3.0,496.78583330000004,30.76073271,45,4.829268293,41,,,m365;office-teams,administrator,intermediate,9,2021
1567,https://docs.microsoft.com/en-us/learn/modules/monitor-your-microsoft-teams-environment/,learn.wwl.monitor-your-microsoft-teams-environment,/learn/modules/monitor-your-microsoft-teams-environment/,ms-700,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,Monitor your Microsoft Teams environment,9,589,"4,751",69.88%,488,341,362,2.0,201.02444440000002,20.477872100000003,45,4.8,45,,,m365;office-teams,administrator,intermediate,9,2021
1568,https://docs.microsoft.com/en-us/learn/modules/implement-lifecycle-management-governance-for-microsoft-teams/,learn.wwl.implement-lifecycle-management-governance-for-microsoft-teams,/learn/modules/implement-lifecycle-management-governance-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,Implement lifecycle management and governance for Microsoft Teams,12,734,"7,405",63.18%,603,381,411,,438.21,35.82098093,67,4.8571428569999995,28,,,m365;office-teams,administrator,intermediate,9,2021
1569,https://docs.microsoft.com/en-us/learn/modules/explore-teams/,learn.wwl.explore-teams,/learn/modules/explore-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,Explore Microsoft Teams,11,"2,545","20,564",30.53%,"2,388",729,725,9.0,1309.9325,30.88249509,49,4.853658537,82,,,m365;office-teams,administrator,intermediate,9,2021
1570,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-microsoft-teams-voice-issues/,learn.wwl.troubleshoot-microsoft-teams-voice-issues,/learn/modules/troubleshoot-microsoft-teams-voice-issues/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot Microsoft Teams Voice Issues,6,572,"2,811",42.19%,429,181,190,2.0,135.5575,14.21931818,39,4.307692308,13,,,m365;office-teams,support-engineer,advanced,9,2021
1571,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-microsoft-teams-meetings-live-events-messaging/,learn.wwl.troubleshoot-microsoft-teams-meetings-live-events-messaging,/learn/modules/troubleshoot-microsoft-teams-meetings-live-events-messaging/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot Microsoft Teams meetings live events and messaging,10,293,"2,253",60.75%,214,130,146,2.0,80.02444444,16.38725825,47,4.583333333,12,,,m365;office-teams,support-engineer,advanced,9,2021
1572,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-issues-signing-into-microsoft-teams/,learn.wwl.troubleshoot-issues-signing-into-microsoft-teams,/learn/modules/troubleshoot-issues-signing-into-microsoft-teams/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot issues signing into Microsoft Teams,9,205,"1,626",65.41%,159,104,118,,58.62611111,17.15886179,52,4.833333333,6,,,m365;office-teams,support-engineer,advanced,9,2021
1573,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-file-sharing/,learn.wwl.troubleshoot-file-sharing,/learn/modules/troubleshoot-file-sharing/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot File Sharing,6,213,"1,123",67.53%,154,104,109,1.0,35.26888889,9.934898279,24,4.875,8,,,m365;office-teams,support-engineer,advanced,9,2021
1574,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-federation-issues/,learn.wwl.troubleshoot-federation-issues,/learn/modules/troubleshoot-federation-issues/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot Federation Issues,5,189,952,79.72%,143,114,129,1.0,30.13166667,9.565608466,21,4.555555556,9,,,m365;office-teams,support-engineer,advanced,9,2021
1575,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-apps-channels/,learn.wwl.troubleshoot-apps-channels,/learn/modules/troubleshoot-apps-channels/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Troubleshoot Apps and Channels,5,171,864,74.24%,132,98,111,,23.96138889,8.407504872999999,25,4.833333333,6,,,m365;office-teams,support-engineer,advanced,9,2021
1576,https://docs.microsoft.com/en-us/learn/modules/introduce-troubleshoot-microsoft-teams/,learn.wwl.introduce-troubleshooting-microsoft-teams,/learn/modules/introduce-troubleshoot-microsoft-teams/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Introduce troubleshooting Microsoft Teams,9,872,"5,936",31.55%,783,247,237,2.0,255.9047222,17.60812309,43,4.80952381,21,,,m365;office-teams,support-engineer,advanced,9,2021
1577,https://docs.microsoft.com/en-us/learn/modules/configure-troubleshoot-microsoft-teams-clients-services/,learn.wwl.configure-troubleshoot-microsoft-teams-clients-services,/learn/modules/configure-troubleshoot-microsoft-teams-clients-services/,ms-740,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,Configure and troubleshoot Microsoft Teams clients and services,10,264,"2,084",59.09%,198,117,128,1.0,79.63166667,18.09810606,63,4.777777778,9,,,m365;office-365,support-engineer,advanced,9,2021
1578,https://docs.microsoft.com/en-us/learn/modules/reduce-risk-simplify-discovery-audit-process/,learn.wwl.reduce-risk-simplify-discovery-audit-process,/learn/modules/reduce-risk-simplify-discovery-audit-process/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Reduce risk and simplify the discovery and audit process,10,"2,481","25,935",77.96%,"2,196","1,712","1,899",,715.2119444,17.29654037,37,4.8318584069999995,113,,,m365;office-365,business-owner;business-user,beginner,9,2021
1579,https://docs.microsoft.com/en-us/learn/modules/describe-threat-protection-capabilities-of-microsoft-365/,learn.wwl.describe-threat-protection-capabilities-of-microsoft-365,/learn/modules/describe-threat-protection-capabilities-of-microsoft-365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Describe the threat protection capabilities of Microsoft 365,7,"3,155","25,694",73.93%,"2,816","2,082","2,260",6.0,1028.761111,19.56439514,24,4.7946428569999995,112,,,m365;office-365,business-owner;business-user,beginner,9,2021
1580,https://docs.microsoft.com/en-us/learn/modules/describe-information-protection-governance-capabilities-of-microsoft-365/,learn.wwl.describe-information-protection-governance-capabilities-of-microsoft-365,/learn/modules/describe-information-protection-governance-capabilities-of-microsoft-365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Describe the information protection and governance capabilities of Microsoft 365,6,"2,764","19,306",77.92%,"2,418","1,884","2,096",4.0,650.835,14.12811143,23,4.75862069,87,,,m365;office-365,business-owner;business-user,beginner,9,2021
1581,https://docs.microsoft.com/en-us/learn/modules/describe-identity-access-management-capabilities-of-microsoft-365/,learn.wwl.describe-identity-access-management-capabilities-of-microsoft-365,/learn/modules/describe-identity-access-management-capabilities-of-microsoft-365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Describe the identity and access management capabilities of Microsoft 365,6,"4,162","26,580",65.38%,"3,596","2,351","2,540",12.0,1398.523889,20.16132468,29,4.820143885,139,,,azure-active-directory;m365;office-365;windows,business-owner;business-user,beginner,9,2021
1582,https://docs.microsoft.com/en-us/learn/modules/describe-compliance-management-capabilities-microsoft/,learn.wwl.describe-compliance-management-capabilities-microsoft,/learn/modules/describe-compliance-management-capabilities-microsoft/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Describe the compliance management capabilities in Microsoft,9,"4,710","43,672",70.26%,"4,216","2,962","3,086",11.0,1397.727778,17.805449399999997,30,4.8689655169999995,145,,,azure;m365,business-user;student,beginner,9,2021
1583,https://docs.microsoft.com/en-us/learn/modules/describe-compliance-management-capabilities-microsoft/,learn.wwl.describe-compliance-management-capabilities-microsoft,/learn/modules/describe-compliance-management-capabilities-microsoft/,sc-900,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-compliance-solutions/,Describe the compliance management capabilities in Microsoft,9,"4,710","43,672",70.26%,"4,216","2,962","3,086",11.0,1397.727778,17.805449399999997,30,4.8689655169999995,145,,,azure;m365,business-user;student,beginner,9,2021
1584,https://docs.microsoft.com/en-us/learn/modules/describe-cloud-security-capabilities-of-microsoft-365/,learn.wwl.describe-cloud-security-capabilities-of-microsoft-365,/learn/modules/describe-cloud-security-capabilities-of-microsoft-365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,Describe the cloud security capabilities of Microsoft 365,5,"4,053","20,319",76.22%,"2,830","2,157","2,379",7.0,519.5944444,7.691997697000001,11,4.785714286,98,,,m365;office-365,business-owner;business-user,beginner,9,2021
1585,https://docs.microsoft.com/en-us/learn/modules/what-is-m365/,learn-m365.what-is-m365,/learn/modules/what-is-m365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,What is Microsoft 365?,7,"18,177","136,220",39.97%,"15,656","6,258","5,574",84.0,4457.189722,14.71262493,17,4.756944444,576,,,m365,administrator,beginner,9,2021
1586,https://docs.microsoft.com/en-us/learn/modules/what-is-m365/,learn-m365.what-is-m365,/learn/modules/what-is-m365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,What is Microsoft 365?,7,"18,177","136,220",39.97%,"15,656","6,258","5,574",84.0,4457.189722,14.71262493,17,4.756944444,576,,,m365,administrator,beginner,9,2021
1587,https://docs.microsoft.com/en-us/learn/modules/what-is-m365/,learn-m365.what-is-m365,/learn/modules/what-is-m365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-licensing-service-support/,What is Microsoft 365?,7,"18,177","136,220",39.97%,"15,656","6,258","5,574",84.0,4457.189722,14.71262493,17,4.756944444,576,,,m365,administrator,beginner,9,2021
1588,https://docs.microsoft.com/en-us/learn/modules/what-is-m365/,learn-m365.what-is-m365,/learn/modules/what-is-m365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,What is Microsoft 365?,7,"18,177","136,220",39.97%,"15,656","6,258","5,574",84.0,4457.189722,14.71262493,17,4.756944444,576,,,m365,administrator,beginner,9,2021
1589,https://docs.microsoft.com/en-us/learn/modules/engage-employees-with-microsoft-stream-teams-yammer/,learn.wwl.engage-employees-with-microsoft-stream-teams-yammer,/learn/modules/engage-employees-with-microsoft-stream-teams-yammer/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,"Engage employees with Microsoft Stream, Teams, and Yammer",9,"5,734","52,124",67.57%,"5,023","3,394","3,561",26.0,1961.963333,20.52978723,40,4.711297071000001,239,,,m365;office-365,business-owner;business-user,beginner,9,2021
1590,https://docs.microsoft.com/en-us/learn/modules/microsoft-365-productivity-teamwork-solutions/,learn.wwl.microsoft-365-productivity-teamwork-solutions,/learn/modules/microsoft-365-productivity-teamwork-solutions/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,Microsoft 365 productivity and teamwork solutions,11,"6,819","72,002",66.35%,"5,861","3,889","4,165",26.0,2001.8433329999998,17.61410764,25,4.801242236,322,,,m365;office-365,business-owner;business-user,beginner,9,2021
1591,https://docs.microsoft.com/en-us/learn/modules/get-more-done-with-office-across-devices/,learn.wwl.get-more-done-with-office-across-devices,/learn/modules/get-more-done-with-office-across-devices/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,Get more done with Office across all devices,6,"4,637","31,883",77.58%,"4,006","3,108","3,393",23.0,1043.186667,13.49821005,19,4.779904306000001,209,,,m365;office-365,business-owner;business-user,beginner,9,2021
1592,https://docs.microsoft.com/en-us/learn/modules/file-storage-sharing-with-onedrive-sharepoint/,learn.wwl.file-storage-sharing-with-onedrive-sharepoint,/learn/modules/file-storage-sharing-with-onedrive-sharepoint/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,File storage and sharing with OneDrive and SharePoint,5,"5,360","31,046",69.71%,"4,586","3,197","3,412",8.0,826.8272222,9.255528607,24,4.7476635510000005,321,,,m365;office-365,business-owner;business-user,beginner,9,2021
1593,https://docs.microsoft.com/en-us/learn/modules/identify-licensing-options-available-microsoft-365/,learn.wwl.identify-licensing-options-available-microsoft-365,/learn/modules/identify-licensing-options-available-microsoft-365/,ms-900,https://docs.microsoft.com/en-us/learn/paths/m365-licensing-service-support/,Identify licensing options available in Microsoft 365,9,"2,872","26,518",72.28%,"2,623","1,896","2,039",4.0,597.8758333,12.490442199999999,16,4.8,95,,,m365;office-365,business-owner;business-user,beginner,9,2021
