Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
429,https://docs.microsoft.com/en-us/learn/modules/configure-network-security-groups/,learn.wwl.configure-network-security-groups,/learn/modules/configure-network-security-groups/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure network security groups,7,"2,024","16,495",76.98%,"1,829","1,408","1,572",2.0,472.13583330000006,13.99612154,21,4.823529412,51,,,azure,administrator,intermediate,9,2021
430,https://docs.microsoft.com/en-us/learn/modules/configure-network-routing-endpoints/,learn.wwl.configure-network-routing-endpoints,/learn/modules/configure-network-routing-endpoints/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure network routing and endpoints,9,"1,528","15,703",79.91%,"1,374","1,098","1,235",2.0,607.6230556,23.85954407,27,4.659574468,47,,,azure-virtual-network,administrator,intermediate,9,2021
431,https://docs.microsoft.com/en-us/learn/modules/configure-expressroute-virtual-wan/,learn.wwl.configure-expressroute-virtual-wan,/learn/modules/configure-expressroute-virtual-wan/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure ExpressRoute and Virtual WAN,8,"1,542","13,572",79.55%,"1,423","1,132","1,278",2.0,508.5669444,19.78859706,24,4.826086957,46,,,azure-expressroute,administrator,intermediate,9,2021
432,https://docs.microsoft.com/en-us/learn/modules/configure-azure-load-balancer/,learn.wwl.configure-azure-load-balancer,/learn/modules/configure-azure-load-balancer/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure Azure Load Balancer,11,"1,562","18,303",75.71%,"1,412","1,069","1,223",2.0,514.8769444,19.7776035,33,4.8,45,,,azure-load-balancer,administrator,intermediate,9,2021
433,https://docs.microsoft.com/en-us/learn/modules/configure-azure-firewall/,learn.wwl.configure-azure-firewall,/learn/modules/configure-azure-firewall/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure Azure Firewall,6,"1,899","14,163",77.20%,"1,776","1,371","1,533",4.0,516.2413889,16.31094436,18,4.660377358,53,,,azure-firewall,administrator,intermediate,9,2021
434,https://docs.microsoft.com/en-us/learn/modules/configure-azure-dns/,learn.wwl.configure-azure-dns,/learn/modules/configure-azure-dns/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure Azure DNS,10,"1,911","20,805",74.74%,"1,742","1,302","1,462",1.0,807.5477778,25.354718300000002,30,4.755102041000001,49,,,azure-dns,administrator,intermediate,9,2021
435,https://docs.microsoft.com/en-us/learn/modules/configure-azure-application-gateway/,learn.wwl.configure-azure-application-gateway,/learn/modules/configure-azure-application-gateway/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Configure Azure Application Gateway,6,"1,483","10,247",78.71%,"1,348","1,061","1,221",1.0,376.9497222,15.25083165,18,4.739130435,46,,,azure-vpn-gateway,administrator,intermediate,9,2021
436,https://docs.microsoft.com/en-us/learn/modules/host-domain-azure-dns/,learn.azure.host-domain-azure-dns,/learn/modules/host-domain-azure-dns/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,Host your domain on Azure DNS,7,"4,135","32,261",54.99%,"3,519","1,935","2,191",11.0,1650.933056,23.95549778,43,4.786163522,159,"1,466","1,229",azure;azure-dns,administrator,beginner,9,2021
437,https://docs.microsoft.com/en-us/learn/modules/configure-storage-tools/,learn.wwl.configure-storage-tools,/learn/modules/configure-storage-tools/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Configure storage with tools,6,"2,039","14,332",81.13%,"1,902","1,543","1,735",1.0,580.3225,17.07667974,18,4.8636363639999995,66,,,azure-storage,administrator,intermediate,9,2021
438,https://docs.microsoft.com/en-us/learn/modules/configure-storage-security/,learn.wwl.configure-storage-security,/learn/modules/configure-storage-security/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Configure storage security,9,"2,375","24,260",76.54%,"2,191","1,677","1,885",1.0,984.4063889,24.86921404,27,4.776119403,67,,,azure-storage,administrator,intermediate,9,2021
439,https://docs.microsoft.com/en-us/learn/modules/configure-storage-accounts/,learn.wwl.configure-storage-accounts,/learn/modules/configure-storage-accounts/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Configure storage accounts,9,"3,690","33,928",58.76%,"3,540","2,080","2,174",7.0,1847.815278,30.04577687,27,4.8,75,,,azure-storage-accounts,administrator,intermediate,9,2021
440,https://docs.microsoft.com/en-us/learn/modules/configure-blob-storage/,learn.wwl.configure-blob-storage,/learn/modules/configure-blob-storage/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Configure blob storage,10,"2,646","28,203",74.20%,"2,395","1,777","1,992",2.0,988.1316667000001,22.40661376,30,4.851351351,74,,,azure-blob-storage,administrator,intermediate,9,2021
441,https://docs.microsoft.com/en-us/learn/modules/configure-azure-files-file-sync/,learn.wwl.configure-azure-files-file-sync,/learn/modules/configure-azure-files-file-sync/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Configure Azure files and Azure File Sync,9,"2,363","23,801",73.86%,"2,165","1,599","1,824",2.0,1116.1894439999999,28.34167019,27,4.835820896,67,,,azure-files,administrator,intermediate,9,2021
442,https://docs.microsoft.com/en-us/learn/modules/control-access-to-azure-storage-with-sas/,learn.control-access-to-azure-storage-with-sas,/learn/modules/control-access-to-azure-storage-with-sas/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,Control access to Azure Storage with shared access signatures,7,"2,201","18,087",69.98%,"1,992","1,394","1,561",,984.5958332999999,26.84041345,37,4.436363636,55,"1,163","1,028",azure,solution-architect;developer;administrator,intermediate,9,2021
443,https://docs.microsoft.com/en-us/learn/modules/configure-user-group-accounts/,learn.wwl.configure-user-group-accounts,/learn/modules/configure-user-group-accounts/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Configure user and group accounts,8,"3,950","34,562",75.06%,"3,608","2,708","2,983",7.0,1006.0686109999999,15.28205485,24,4.816666667,120,,,azure,administrator,intermediate,9,2021
444,https://docs.microsoft.com/en-us/learn/modules/configure-subscriptions/,learn.wwl.configure-subscriptions,/learn/modules/configure-subscriptions/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Configure subscriptions,10,"3,640","37,252",73.81%,"3,322","2,452","2,776",7.0,1396.473333,23.01879121,30,4.784482758999999,116,,,azure,administrator,intermediate,9,2021
445,https://docs.microsoft.com/en-us/learn/modules/configure-role-based-access-control/,learn.wwl.configure-role-based-access-control,/learn/modules/configure-role-based-access-control/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Configure role-based access control,9,"3,098","30,529",76.43%,"2,855","2,182","2,442",4.0,1144.2055560000001,22.16021089,27,4.795918367,98,,,azure,administrator,intermediate,9,2021
446,https://docs.microsoft.com/en-us/learn/modules/configure-azure-policy/,learn.wwl.configure-azure-policy,/learn/modules/configure-azure-policy/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Configure Azure policy,10,"3,397","37,160",75.60%,"3,074","2,324","2,606",11.0,1136.183056,20.06799627,30,4.845360825,97,,,azure,administrator,intermediate,9,2021
447,https://docs.microsoft.com/en-us/learn/modules/configure-azure-active-directory/,learn.wwl.configure-azure-active-directory,/learn/modules/configure-azure-active-directory/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Configure Azure Active Directory,9,"7,939","61,993",46.83%,"6,981","3,269","3,277",8.0,2615.647222,19.76808582,27,4.78125,160,,,azure,administrator,intermediate,9,2021
448,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machines/,learn.wwl.configure-virtual-machines,/learn/modules/configure-virtual-machines/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure virtual machines,11,"2,700","27,427",59.58%,"2,546","1,517","1,590",2.0,1265.814722,28.12921605,33,4.802816901,71,,,azure-virtual-machines,administrator,intermediate,9,2021
449,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-extensions/,learn.wwl.configure-virtual-machine-extensions,/learn/modules/configure-virtual-machine-extensions/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure virtual machine extensions,6,"1,697","12,798",80.81%,"1,589","1,284","1,452",3.0,357.845,12.65215085,18,4.862745098,51,,,azure-virtual-machines,administrator,intermediate,9,2021
450,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-availability/,learn.wwl.configure-virtual-machine-availability,/learn/modules/configure-virtual-machine-availability/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure virtual machine availability,12,"2,037","24,635",71.85%,"1,851","1,330","1,488",1.0,939.3755556,27.66938308,36,4.722222222,54,,,azure-virtual-machines,administrator,intermediate,9,2021
451,https://docs.microsoft.com/en-us/learn/modules/configure-azure-kubernetes-service/,learn.wwl.configure-azure-kubernetes-service,/learn/modules/configure-azure-kubernetes-service/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure Azure Kubernetes Service,9,"1,903","18,111",72.45%,"1,666","1,207","1,363",3.0,954.7183332999999,30.10147136,27,4.770833333,48,,,azure-kubernetes-service,administrator,intermediate,9,2021
452,https://docs.microsoft.com/en-us/learn/modules/configure-azure-container-instances/,learn.wwl.configure-azure-container-instances,/learn/modules/configure-azure-container-instances/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure Azure Container Instances,7,"1,772","13,771",76.39%,"1,597","1,220","1,386",2.0,596.0472222,20.18218585,21,4.869565217,46,,,azure-container-instances,administrator,intermediate,9,2021
453,https://docs.microsoft.com/en-us/learn/modules/configure-azure-app-services/,learn.wwl.configure-azure-app-services,/learn/modules/configure-azure-app-services/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure Azure App Services,12,"1,847","22,770",73.22%,"1,669","1,222","1,398",5.0,846.1869444,27.48847681,36,4.8679245280000005,53,,,azure-app-service-web,administrator,intermediate,9,2021
454,https://docs.microsoft.com/en-us/learn/modules/configure-app-service-plans/,learn.wwl.configure-app-service-plans,/learn/modules/configure-app-service-plans/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Configure app service plans,7,"1,871","15,281",75.06%,"1,676","1,258","1,453",2.0,558.6225,17.91413683,21,4.789473684,57,,,azure-app-service,administrator,intermediate,9,2021
455,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
456,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
457,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
458,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
459,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
460,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
461,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,learn.host-a-web-application-with-azure-web-apps,/learn/modules/host-a-web-app-with-azure-app-service/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,Host a web application with Azure App Service,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9.0,3477.5419439999996,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner,9,2021
462,https://docs.microsoft.com/en-us/learn/modules/using-iaas-support-azure-sap-workloads/,learn.wwl.using-iaas-support-azure-sap-workloads,/learn/modules/using-iaas-support-azure-sap-workloads/,az-120,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,Using IAAS support with Azure for SAP workloads,9,222,"1,725",59.44%,180,107,100,2.0,89.24055556,24.11906907,44,4.75,4,,,azure,administrator,advanced,9,2021
463,https://docs.microsoft.com/en-us/learn/modules/sap-hana-azure-compute-network-storage/,learn.wwl.sap-hana-azure-compute-network-storage,/learn/modules/sap-hana-azure-compute-network-storage/,az-120,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,"SAP HANA on Azure Compute, Network, and Storage",11,261,"2,032",52.57%,175,92,91,,85.98833333,19.76743295,52,4.916666667,12,,,azure,administrator,advanced,9,2021
464,https://docs.microsoft.com/en-us/learn/modules/introduction-azure-sap-workloads/,learn.wwl.introduction-azure-sap-workloads,/learn/modules/introduction-azure-sap-workloads/,az-120,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,Introduction to Azure for SAP workloads,8,888,"5,235",22.27%,759,169,132,2.0,367.8622222,24.85555556,50,4.9,10,,,azure,administrator,advanced,9,2021
465,https://docs.microsoft.com/en-us/learn/modules/deploy-sap-certified-offerings/,learn.wwl.deploy-sap-certified-offerings,/learn/modules/deploy-sap-certified-offerings/,az-120,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,Deploy SAP certified offerings on Azure,7,289,"1,768",60.28%,214,129,126,3.0,62.97972222,13.07537486,43,4.6,5,,,azure,administrator,advanced,9,2021
466,https://docs.microsoft.com/en-us/learn/modules/migrate-sap-workloads-azure/,learn.wwl.migrate-sap-workloads-azure,/learn/modules/migrate-sap-workloads-azure/,az-120,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,Migrate SAP workloads to Azure,7,190,987,50.41%,121,61,54,,40.4475,12.77289474,44,4.666666667,3,,,azure,administrator,advanced,9,2021
467,https://docs.microsoft.com/en-us/learn/modules/maintain-azure-sap-workloads/,learn.wwl.maintain-azure-sap-workloads,/learn/modules/maintain-azure-sap-workloads/,az-120,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,Maintain Azure for SAP workloads,9,117,741,57.69%,78,45,44,,21.58694444,11.07022792,48,5.0,1,,,azure,administrator,advanced,9,2021
468,https://docs.microsoft.com/en-us/learn/modules/implement-azure-vm-based-sap-solutions/,learn.wwl.implement-azure-vm-based-sap-solutions,/learn/modules/implement-azure-vm-based-sap-solutions/,az-120,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,Implement Azure VM-based SAP solutions,9,166,"1,032",38.41%,138,53,51,,44.87638889,16.22038153,61,5.0,2,,,azure,administrator,advanced,9,2021
469,https://docs.microsoft.com/en-us/learn/modules/implement-azure-monitoring-sap-workloads-azure-virtual-machines/,learn.wwl.implement-azure-monitoring-for-sap-workloads-azure-vms,/learn/modules/implement-azure-monitoring-sap-workloads-azure-virtual-machines/,az-120,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,Implement Azure Monitoring for SAP workloads on Azure VMs,7,102,603,57.53%,73,42,47,,26.20611111,15.41535948,23,4.0,1,,,azure,administrator,intermediate,9,2021
470,https://docs.microsoft.com/en-us/learn/modules/implement-azure-backup-sap-workloads-azure-virtual-machines/,learn.wwl.implement-azure-backup-for-sap-workloads-azure-vms,/learn/modules/implement-azure-backup-sap-workloads-azure-virtual-machines/,az-120,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,Implement Azure Backup for SAP workloads on Azure VMs,6,93,510,69.12%,68,47,47,,17.88027778,11.53566308,20,5.0,1,,,azure,administrator;solution-architect,intermediate,9,2021
471,https://docs.microsoft.com/en-us/learn/modules/utilize-azure-sap-workloads-reference-architecture/,learn-pr.wwl.utilizing-azure-sap-workloads-reference-architecture,/learn/modules/utilize-azure-sap-workloads-reference-architecture/,az-120,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,Utilize Azure for SAP workloads reference architecture,10,265,"1,987",33.64%,220,74,68,,121.31916670000001,27.46849057,64,5.0,6,,,azure,administrator,advanced,9,2021
472,https://docs.microsoft.com/en-us/learn/modules/prepare-migrate-sap-workloads/,learn-pr.wwl.preparing-migrate-sap-workloads-azure,/learn/modules/prepare-migrate-sap-workloads/,az-120,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,Prepare to migrate SAP workloads to Azure,10,216,"1,495",39.51%,162,64,58,,66.47777778,18.46604938,61,5.0,6,,,azure,administrator,advanced,9,2021
473,https://docs.microsoft.com/en-us/learn/modules/plan-implement-sap-solutions/,learn-pr.wwl.planning-implementing-sap-solutions-azure,/learn/modules/plan-implement-sap-solutions/,az-120,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,Planning for implementing SAP solutions on Azure,10,199,"1,404",43.36%,143,62,61,,96.96361111,29.23525963,81,5.0,3,,,azure,administrator,advanced,9,2021
474,https://docs.microsoft.com/en-us/learn/modules/protect-virtual-desktop-deployment-azure-firewall/,learn.protect-virtual-desktop-deployment-azure-firewall,/learn/modules/protect-virtual-desktop-deployment-azure-firewall/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Protect your Azure Virtual Desktop deployment by using Azure Firewall,9,"1,466","13,594",81.42%,"1,292","1,052","1,184",9.0,293.36305560000005,12.00667349,78,4.824561404,57,,,azure;azure-firewall;azure-virtual-desktop,administrator,beginner,9,2021
475,https://docs.microsoft.com/en-us/learn/modules/m365-wvd-security/,learn-m365.wvd-security,/learn/modules/m365-wvd-security/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Secure an Azure Virtual Desktop deployment,9,612,"4,521",59.83%,478,286,312,2.0,197.1186111,19.32535403,56,4.928571429,14,,,m365;azure;azure-virtual-desktop,administrator;security-engineer;solution-architect;technology-manager,beginner,9,2021
476,https://docs.microsoft.com/en-us/learn/modules/m365-wvd-application-management/,learn-m365.wvd-msix-app-attach,/learn/modules/m365-wvd-application-management/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Deploy applications by using MSIX app attach for Azure Virtual Desktop,7,613,"3,822",55.00%,460,253,281,4.0,163.9983333,16.05203915,54,4.916666667,12,,,m365;azure;azure-virtual-desktop,administrator;solution-architect;devops-engineer,intermediate,9,2021
477,https://docs.microsoft.com/en-us/learn/modules/m365-wvd-intro/,learn-m365.wvd-intro,/learn/modules/m365-wvd-intro/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Introduction to Azure Virtual Desktop,6,"2,631","13,066",38.73%,"2,107",816,717,5.0,656.5191667,14.97193082,28,4.757142857,70,,,m365;azure;azure-virtual-desktop,administrator,intermediate,9,2021
478,https://docs.microsoft.com/en-us/learn/modules/m365-prepare-for-wvd/,learn-m365.prepare-for-wvd,/learn/modules/m365-prepare-for-wvd/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Prepare for Azure Virtual Desktop,7,"1,298","8,882",50.34%,"1,035",521,526,3.0,367.75194439999996,16.99931947,32,4.8571428569999995,35,,,m365;azure;azure-virtual-desktop,administrator,intermediate,9,2021
479,https://docs.microsoft.com/en-us/learn/modules/m365-optimize-wvd/,learn-m365.optimize-wvd,/learn/modules/m365-optimize-wvd/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Optimize Azure Virtual Desktop,7,739,"4,423",58.36%,562,328,339,3.0,224.3438889,18.21465945,24,5.0,13,,,m365;azure;azure-virtual-desktop,administrator,intermediate,9,2021
480,https://docs.microsoft.com/en-us/learn/modules/m365-deploy-wvd/,learn-m365.deploy-wvd,/learn/modules/m365-deploy-wvd/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Deploy Azure Virtual Desktop,7,"1,771","9,449",32.80%,"1,302",427,427,,442.84111110000003,15.00308677,34,4.684210526,19,,,m365;azure;azure-virtual-desktop,administrator,intermediate,9,2021
481,https://docs.microsoft.com/en-us/learn/modules/business-continuity-disaster-recovery-azure-virtual-desktop/,learn-m365.business-continuity-disaster-recovery-azure-virtual-desktop,/learn/modules/business-continuity-disaster-recovery-azure-virtual-desktop/,az-140,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,Business continuity and disaster recovery for Azure Virtual Desktop,6,456,"2,443",70.92%,337,239,254,2.0,111.75861110000001,14.70508041,34,4.8636363639999995,22,,,azure;azure-virtual-desktop,administrator;developer;devops-engineer;data-engineer;solution-architect,intermediate,9,2021
482,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-sql-database/,learn.secure-your-azure-sql-database,/learn/modules/secure-your-azure-sql-database/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Secure your Azure SQL Database,8,"1,608","12,736",64.97%,"1,259",818,894,6.0,568.5591667,21.21489428,67,4.526315789,38,764,516,azure;azure-portal;azure-sql-database,administrator;security-engineer,intermediate,9,2021
483,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-sql-database/,learn.secure-your-azure-sql-database,/learn/modules/secure-your-azure-sql-database/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Secure your Azure SQL Database,8,"1,608","12,736",64.97%,"1,259",818,894,6.0,568.5591667,21.21489428,67,4.526315789,38,764,516,azure;azure-portal;azure-sql-database,administrator;security-engineer,intermediate,9,2021
484,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-sql-database/,learn.secure-your-azure-sql-database,/learn/modules/secure-your-azure-sql-database/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Secure your Azure SQL Database,8,"1,608","12,736",64.97%,"1,259",818,894,6.0,568.5591667,21.21489428,67,4.526315789,38,764,516,azure;azure-portal;azure-sql-database,administrator;security-engineer,intermediate,9,2021
485,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db/,learn.provision-azure-sql-db,/learn/modules/provision-azure-sql-db/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Provision an Azure SQL database to store application data,5,"3,683","16,696",24.51%,"2,199",539,615,5.0,717.0947222,11.68223821,50,4.648648649,37,"1,272","1,065",azure;azure-sql-database;azure-cloud-shell,developer;data-engineer;solution-architect,beginner,9,2021
486,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db/,learn.provision-azure-sql-db,/learn/modules/provision-azure-sql-db/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Provision an Azure SQL database to store application data,5,"3,683","16,696",24.51%,"2,199",539,615,5.0,717.0947222,11.68223821,50,4.648648649,37,"1,272","1,065",azure;azure-sql-database;azure-cloud-shell,developer;data-engineer;solution-architect,beginner,9,2021
487,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db/,learn.provision-azure-sql-db,/learn/modules/provision-azure-sql-db/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Provision an Azure SQL database to store application data,5,"3,683","16,696",24.51%,"2,199",539,615,5.0,717.0947222,11.68223821,50,4.648648649,37,"1,272","1,065",azure;azure-sql-database;azure-cloud-shell,developer;data-engineer;solution-architect,beginner,9,2021
488,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db/,learn.provision-azure-sql-db,/learn/modules/provision-azure-sql-db/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Provision an Azure SQL database to store application data,5,"3,683","16,696",24.51%,"2,199",539,615,5.0,717.0947222,11.68223821,50,4.648648649,37,"1,272","1,065",azure;azure-sql-database;azure-cloud-shell,developer;data-engineer;solution-architect,beginner,9,2021
489,https://docs.microsoft.com/en-us/learn/modules/provision-azure-sql-db/,learn.provision-azure-sql-db,/learn/modules/provision-azure-sql-db/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Provision an Azure SQL database to store application data,5,"3,683","16,696",24.51%,"2,199",539,615,5.0,717.0947222,11.68223821,50,4.648648649,37,"1,272","1,065",azure;azure-sql-database;azure-cloud-shell,developer;data-engineer;solution-architect,beginner,9,2021
490,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,learn.migrate-sql-server-relational-data,/learn/modules/migrate-sql-server-relational-data/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Migrate your relational data stored in SQL Server to Azure SQL Database,8,"1,146","8,517",61.94%,875,542,590,,410.86694439999997,21.51135835,84,4.516129032,31,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner,9,2021
491,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,learn.migrate-sql-server-relational-data,/learn/modules/migrate-sql-server-relational-data/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Migrate your relational data stored in SQL Server to Azure SQL Database,8,"1,146","8,517",61.94%,875,542,590,,410.86694439999997,21.51135835,84,4.516129032,31,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner,9,2021
492,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,learn.migrate-sql-server-relational-data,/learn/modules/migrate-sql-server-relational-data/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Migrate your relational data stored in SQL Server to Azure SQL Database,8,"1,146","8,517",61.94%,875,542,590,,410.86694439999997,21.51135835,84,4.516129032,31,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner,9,2021
