56,learn.wwl.monitor-troubleshoot-azure-for-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/monitor-troubleshoot-azure-for-sap-workloads/,3,az-120,Monitor and troubleshoot Azure for SAP workloads,3.0,151.0,1528.0,34.00%,100.0,34.0,35.0,1727,8.075938189845475,27,89.0,learn.wwl.monitor-troubleshoot-azure-for-sap-workloads,administrator;solution-architect,azure,advanced,1,2022
57,learn.wwl.migrate-sap-workloads-to-azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sap-workloads-to-azure/,3,az-120,Migrate SAP workloads to Azure,3.0,205.0,2378.0,23.24%,142.0,33.0,35.0,1727,17.166097560975608,36,186.0,learn.wwl.migrate-sap-workloads-to-azure,administrator;solution-architect,azure,advanced,1,2022
58,learn.wwl.explore-sap-hana-azure-large-instances,https://docs.microsoft.com/en-us/learn/paths/explore-sap-hana-azure-large-instances/,9,az-120,Explore SAP HANA on Azure (Large Instances),9.0,206.0,4126.0,15.79%,152.0,24.0,25.0,1727,31.90355987055016,29,310.0,learn.wwl.explore-sap-hana-azure-large-instances,administrator;solution-architect,azure,advanced,1,2022
59,learn.wwl.explore-foundations-of-identity-governance,https://docs.microsoft.com/en-us/learn/paths/explore-foundations-of-identity-governance/,3,az-120,Explore the foundations of identity and governance for SAP on Azure,3.0,170.0,2819.0,29.05%,148.0,43.0,45.0,1727,35.008823529411764,36,180.0,learn.wwl.explore-foundations-of-identity-governance,administrator;solution-architect,azure,advanced,1,2022
60,learn.wwl.explore-foundations-of-iaas,https://docs.microsoft.com/en-us/learn/paths/explore-foundations-of-iaas/,4,az-120,Explore the foundations of IaaS for SAP on Azure,4.0,361.0,7317.0,14.01%,307.0,43.0,45.0,1727,60.24792243767313,43,294.0,learn.wwl.explore-foundations-of-iaas,administrator;solution-architect,azure,advanced,1,2022
61,learn.wwl.explore-azure-for-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/explore-azure-for-sap-workloads/,5,az-120,Explore Azure for SAP workloads,5.0,1068.0,12606.0,11.53%,954.0,110.0,115.0,1727,22.35980024968789,81,102.0,learn.wwl.explore-azure-for-sap-workloads,administrator;solution-architect,azure,advanced,1,2022
62,learn.wwl.ensure-business-continuity-implement-disaster-recovery,https://docs.microsoft.com/en-us/learn/paths/ensure-business-continuity-implement-disaster-recovery/,3,az-120,Ensure business continuity and implement disaster recovery for SAP solutions on Azureâ,3.0,210.0,3224.0,17.31%,156.0,27.0,31.0,1727,39.27595238095238,39,263.0,learn.wwl.ensure-business-continuity-implement-disaster-recovery,administrator;solution-architect,azure,advanced,1,2022
63,learn.wwl.deploy-sap-azure,https://docs.microsoft.com/en-us/learn/paths/deploy-sap-azure/,2,az-120,Deploy SAP on Azure,2.0,247.0,2333.0,20.00%,220.0,44.0,46.0,1727,13.821457489878542,46,111.0,learn.wwl.deploy-sap-azure,administrator;solution-architect,azure,advanced,1,2022
64,learn-m365.windows-virtual-desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,az-140,Deliver remote desktops and apps with Azure Virtual Desktop,8.0,7024.0,64119.0,5.22%,4326.0,226.0,216.0,1727,25.71334946848899,4892,335.0,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,1,2022
65,learn.work-with-relational-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,az-203,Work with relational data in Azure,6.0,5978.0,39940.0,4.30%,1046.0,45.0,49.0,1727,16.431738597078176,6891,310.0,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate,1,2022
66,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-203,Store data in Azure,5.0,26391.0,377643.0,9.45%,8919.0,843.0,914.0,1727,32.851267477549165,13976,220.0,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,1,2022
67,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,dp-203,Store data in Azure,5.0,26391.0,377643.0,9.45%,8919.0,843.0,914.0,1727,32.851267477549165,13976,220.0,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,1,2022
68,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-203,Secure your cloud data in Azure,7.0,41162.0,384183.0,22.33%,1675.0,374.0,386.0,1727,26.156690636995286,10167,287.0,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,1,2022
69,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-203,Deploy a website with Azure virtual machines,4.0,31327.0,210331.0,18.86%,2970.0,560.0,603.0,1727,14.489998510337195,7189,246.0,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,1,2022
70,learn.deploy-a-website-with-azure-app-service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,az-203,Deploy a website to Azure with Azure App Service,6.0,21010.0,172162.0,9.54%,3909.0,373.0,398.0,1727,14.464397112486116,8589,243.0,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,1,2022
71,learn.create-serverless-applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,az-203,Create serverless applications,11.0,16801.0,181628.0,4.01%,7326.0,294.0,311.0,1727,29.09124258476678,17473,517.0,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,1,2022
